"Status";"Gas Day Start";"Gas in storage (TWh)";"Full (%)";"Trend (%)";"Consumption (TWh)";"Full/Cons (%)";"Injection (GWh/d)";"Withdrawal (GWh/d)";"Working gas volume (TWh)";"Injection capacity (GWh/d)";"Withdrawal capacity (GWh/d)"
"E";"2023-01-01";"222.827";"90.57";"0.41";"0";"0";"1058.93";"49.2";"246.0328";"4254.42";"6879.26"
"E";"2022-12-31";"221.8238";"90.12";"0.42";"905.3031";"24.5";"1098.25";"58";"246.1328";"4254.42";"6879.26"
"E";"2022-12-30";"220.7348";"89.68";"0.29";"905.3031";"24.38";"884.72";"170.7";"246.1328";"4254.42";"6879.26"
"C";"2022-12-29";"220.0207";"89.39";"0.32";"905.3031";"24.3";"910.29";"115.7";"246.1328";"4254.42";"6879.26"
"C";"2022-12-28";"219.2241";"89.07";"0.23";"905.3031";"24.22";"702.11";"139";"246.1328";"4254.42";"6879.26"
"C";"2022-12-27";"218.6678";"88.84";"0.22";"905.3031";"24.15";"718.27";"183.6";"246.1328";"4254.42";"6879.26"
"C";"2022-12-26";"218.1331";"88.62";"0.41";"905.3031";"24.1";"1047.04";"31.7";"246.1328";"4254.42";"6879.26"
"C";"2022-12-25";"217.1178";"88.21";"0.38";"905.3031";"23.98";"966.54";"42.4";"246.1328";"4254.42";"6879.26"
"C";"2022-12-24";"216.1936";"87.84";"0.37";"905.3031";"23.88";"946.97";"43.1";"246.1328";"4254.42";"6879.26"
"C";"2022-12-23";"215.588";"87.59";"0.15";"905.3031";"23.81";"614.14";"235.2";"246.1328";"4254.42";"6879.26"
"E";"2022-12-22";"215.2005";"87.43";"0.13";"905.3031";"23.77";"569.16";"249.2";"246.1328";"4014.42";"6879.26"
"C";"2022-12-21";"214.8769";"87.3";"0.11";"905.3031";"23.74";"526.57";"263.2";"246.1328";"4014.42";"6879.26"
"C";"2022-12-20";"214.6158";"87.2";"-0.1";"905.3031";"23.71";"174.15";"424.3";"246.1328";"4014.42";"6879.26"
"C";"2022-12-19";"214.8832";"87.3";"-0.31";"905.3031";"23.74";"98.06";"865.5";"246.1328";"4014.42";"6879.26"
"C";"2022-12-18";"215.6506";"87.62";"-0.34";"905.3031";"23.82";"158.1";"992.8";"246.1328";"4014.42";"6879.26"
"C";"2022-12-17";"216.4853";"87.95";"-0.45";"905.3031";"23.91";"80.83";"1200.6";"246.1328";"4014.42";"6879.26"
"C";"2022-12-16";"217.6031";"88.41";"-0.8";"905.3031";"24.04";"26.48";"1999.6";"246.1328";"4014.42";"6879.26"
"C";"2022-12-15";"219.5763";"89.21";"-1.02";"905.3031";"24.25";"16.11";"2520.6";"246.1328";"4014.42";"6879.26"
"C";"2022-12-14";"222.0809";"90.23";"-1.02";"905.3031";"24.53";"14.75";"2520.8";"246.1328";"4014.42";"6879.26"
"C";"2022-12-13";"224.6241";"91.26";"-1.13";"905.3031";"24.81";"22.49";"2815.6";"246.1328";"4014.42";"6951.26"
"C";"2022-12-12";"227.5403";"92.45";"-1.04";"905.3031";"25.13";"12.29";"2583.5";"246.1328";"4014.42";"6879.26"
"C";"2022-12-11";"230.1152";"93.49";"-0.53";"905.3031";"25.42";"21.61";"1318.1";"246.1328";"4014.42";"6879.26"
"C";"2022-12-10";"231.4133";"94.02";"-0.49";"905.3031";"25.56";"32.38";"1237.1";"246.1328";"4014.42";"6879.26"
"C";"2022-12-09";"232.618";"94.51";"-0.53";"905.3031";"25.7";"31.56";"1333.6";"246.1328";"4014.42";"6879.26"
"C";"2022-12-08";"233.9456";"95.05";"-0.49";"905.3031";"25.84";"23.43";"1221.1";"246.1328";"4014.42";"6879.26"
"C";"2022-12-07";"235.1449";"95.54";"-0.42";"905.3031";"25.97";"59.59";"1099.6";"246.1328";"4014.42";"6879.26"
"C";"2022-12-06";"236.2065";"95.97";"-0.45";"905.3031";"26.09";"11.22";"1112.7";"246.1328";"4014.42";"6879.26"
"C";"2022-12-05";"237.273";"96.4";"-0.36";"905.3031";"26.21";"40.32";"935.1";"246.1328";"4014.42";"6879.26"
"C";"2022-12-04";"238.1728";"96.77";"-0.21";"905.3031";"26.31";"62.11";"572.1";"246.1328";"4254.42";"6879.26"
"C";"2022-12-03";"238.6888";"96.98";"-0.2";"905.3031";"26.37";"43.08";"545.1";"246.1328";"4254.42";"6879.26"
"C";"2022-12-02";"239.1846";"97.18";"-0.45";"905.3031";"26.42";"11.09";"1122.6";"246.1328";"4254.42";"6879.26"
"C";"2022-12-01";"240.2913";"97.63";"-0.38";"905.3031";"26.54";"40.83";"965.6";"246.1328";"4014.42";"6879.26"
"C";"2022-11-30";"241.2148";"98";"-0.24";"905.3031";"26.64";"85.89";"673.6";"246.1328";"4014.42";"6879.26"
"C";"2022-11-29";"241.8025";"98.24";"-0.36";"905.3031";"26.71";"24.12";"898.9";"246.1328";"4014.42";"6879.26"
"C";"2022-11-28";"242.6823";"98.6";"-0.29";"905.3031";"26.81";"16.34";"732.8";"246.1328";"4014.42";"6879.26"
"C";"2022-11-27";"243.3845";"98.88";"0.05";"905.3031";"26.88";"187.62";"52.8";"246.1328";"4014.42";"6879.26"
"C";"2022-11-26";"243.2542";"98.83";"0.09";"905.3031";"26.87";"258";"45.1";"246.1328";"4014.42";"6879.26"
"C";"2022-11-25";"243.046";"98.75";"-0.06";"905.3031";"26.85";"124.37";"266.9";"246.1328";"4014.42";"6879.26"
"C";"2022-11-24";"243.1885";"98.8";"-0.11";"905.3031";"26.86";"41.71";"311.5";"246.1328";"4014.42";"6879.26"
"C";"2022-11-23";"243.4583";"98.95";"-0.15";"905.3031";"26.89";"87.22";"456.3";"246.0396";"4014.42";"6879.26"
"E";"2022-11-22";"243.8274";"99.26";"-0.12";"905.3031";"26.93";"70.24";"370.5";"245.6424";"4014.42";"6879.26"
"C";"2022-11-21";"244.1141";"99.38";"-0.23";"905.3031";"26.96";"48.09";"611.3";"245.6424";"4014.42";"6879.26"
"C";"2022-11-20";"244.5391";"99.55";"-0.12";"905.3031";"27.01";"37.59";"334.8";"245.6424";"4254.42";"6879.26"
"C";"2022-11-19";"244.8363";"99.68";"-0.12";"905.3031";"27.04";"34.14";"326.2";"245.6224";"4254.42";"6879.26"
"C";"2022-11-18";"245.1238";"99.8";"-0.1";"905.3031";"27.08";"46.5";"288.8";"245.6224";"4254.42";"6879.26"
"C";"2022-11-17";"245.3694";"99.9";"0.01";"905.3031";"27.1";"77.9";"57.9";"245.6224";"4254.42";"6879.26"
"C";"2022-11-16";"245.3538";"99.98";"0.04";"905.3031";"27.1";"203.18";"97.4";"245.4084";"4254.42";"6879.26"
"C";"2022-11-15";"245.2549";"99.94";"0";"905.3031";"27.09";"151.16";"159.2";"245.4084";"4254.42";"6879.26"
"C";"2022-11-14";"245.2717";"99.95";"-0.07";"905.3031";"27.09";"89.59";"261.4";"245.3937";"4254.42";"6879.26"
"C";"2022-11-13";"245.4437";"100";"0.14";"905.3031";"27.11";"359.51";"22.4";"245.3937";"4254.42";"6879.26"
"C";"2022-11-12";"245.1134";"99.89";"0.16";"905.3031";"27.08";"409.91";"14.5";"245.3937";"4254.42";"6879.26"
"C";"2022-11-11";"244.7284";"99.75";"0.03";"905.3031";"27.03";"183.12";"110.2";"245.3376";"4254.42";"6879.26"
"E";"2022-11-10";"244.6628";"99.72";"0.11";"905.3031";"27.03";"321.93";"55.3";"245.3376";"4254.42";"6879.26"
"C";"2022-11-09";"244.4018";"99.62";"0.06";"905.3031";"27";"280.76";"142.6";"245.3367";"4254.42";"6879.26"
"C";"2022-11-08";"244.2694";"99.56";"0.05";"905.3031";"26.98";"284.44";"173.4";"245.3367";"4254.42";"6879.26"
"C";"2022-11-07";"244.1606";"99.55";"0.01";"905.3031";"26.97";"242.29";"211.3";"245.2707";"4254.42";"6879.26"
"C";"2022-11-06";"244.1333";"99.54";"0.16";"905.3031";"26.97";"464.04";"79";"245.2707";"4254.42";"6879.26"
"C";"2022-11-05";"243.7482";"99.38";"0.15";"905.3031";"26.92";"436.55";"77.5";"245.2707";"4254.42";"6879.26"
"C";"2022-11-04";"243.4203";"99.26";"0";"905.3031";"26.89";"271.22";"272.1";"245.2357";"4254.42";"6879.26"
"C";"2022-11-03";"243.4325";"99.26";"-0.03";"905.3031";"26.89";"278.96";"356.2";"245.2357";"4254.42";"6879.26"
"E";"2022-11-02";"243.5172";"99.3";"0.15";"905.3031";"26.9";"422.98";"63.8";"245.2357";"4254.42";"6879.26"
"C";"2022-11-01";"243.2591";"99.19";"0.29";"905.3031";"26.87";"752.17";"40.6";"245.2357";"4254.42";"6879.26"
"C";"2022-10-31";"242.5731";"98.91";"0.1";"905.3031";"26.79";"475.85";"236.6";"245.2407";"4268.91";"6879.26"
"C";"2022-10-30";"242.3437";"98.82";"0.29";"905.3031";"26.77";"800.36";"93.1";"245.2407";"4268.91";"6879.26"
"E";"2022-10-29";"241.6369";"98.53";"0.34";"905.3031";"26.69";"908.6";"67.2";"245.2407";"4344.11";"7016.33"
"C";"2022-10-28";"240.8002";"98.19";"0.23";"905.3031";"26.6";"659.06";"93";"245.2407";"4270.36";"6881.37"
"E";"2022-10-27";"240.2487";"97.96";"0.14";"905.3031";"26.54";"566.85";"215.9";"245.2407";"4268.91";"6879.26"
"C";"2022-10-26";"239.9013";"97.82";"0.07";"905.3031";"26.5";"454.91";"293.2";"245.2407";"4268.91";"6879.26"
"C";"2022-10-25";"239.7404";"97.77";"0.04";"905.3031";"26.48";"480.07";"387.7";"245.2107";"4268.91";"6879.26"
"C";"2022-10-24";"239.6424";"97.73";"0.19";"905.3031";"26.47";"545.68";"87.4";"245.2107";"4268.91";"6879.26"
"E";"2022-10-23";"239.1562";"97.53";"0.36";"905.3031";"26.42";"970.86";"79.5";"245.2107";"4268.91";"6879.26"
"C";"2022-10-22";"238.2936";"97.18";"0.35";"905.3031";"26.32";"913.33";"43.1";"245.2095";"4268.91";"6879.26"
"C";"2022-10-21";"237.4531";"96.84";"0.08";"905.3031";"26.23";"477.57";"291";"245.2095";"4268.91";"6879.26"
"C";"2022-10-20";"237.2602";"96.76";"0.07";"905.3031";"26.21";"477.67";"302.5";"245.2095";"4268.91";"6879.26"
"C";"2022-10-19";"237.085";"96.52";"0.06";"905.3031";"26.19";"436.12";"283";"245.6254";"4268.91";"6879.26"
"C";"2022-10-18";"236.9349";"96.49";"0.2";"905.3031";"26.17";"587.73";"89.5";"245.5584";"4268.91";"6879.26"
"C";"2022-10-17";"236.4376";"96.29";"0.24";"905.3031";"26.12";"697.46";"118.2";"245.5584";"4268.91";"6879.26"
"C";"2022-10-16";"235.8164";"96.03";"0.4";"905.3031";"26.05";"1015.52";"26.3";"245.5584";"4268.78";"6879.26"
"C";"2022-10-15";"234.8328";"95.63";"0.36";"905.3031";"25.94";"899.29";"14.8";"245.5584";"4268.78";"6879.26"
"C";"2022-10-14";"233.9769";"95.28";"0.21";"905.3031";"25.85";"627.14";"116.8";"245.5584";"4268.78";"6879.26"
"C";"2022-10-13";"233.4933";"95.09";"0.12";"905.3031";"25.79";"576.91";"272";"245.5584";"4268.78";"6879.26"
"E";"2022-10-12";"233.1874";"95";"0.17";"905.3031";"25.76";"611.76";"203.8";"245.4584";"4268.78";"6879.26"
"C";"2022-10-11";"232.7794";"94.83";"0.28";"905.3031";"25.71";"760.07";"78.8";"245.4584";"4268.78";"6879.26"
"C";"2022-10-10";"232.3837";"94.67";"0.23";"905.3031";"25.67";"723.97";"160.1";"245.4584";"4268.78";"6879.26"
"C";"2022-10-09";"231.8057";"94.44";"0.36";"905.3031";"25.61";"919.6";"34.2";"245.4584";"4268.78";"6879.26"
"C";"2022-10-08";"230.9215";"94.08";"0.44";"905.3031";"25.51";"1135.67";"51.5";"245.4584";"4268.78";"6879.26"
"C";"2022-10-07";"229.8584";"93.64";"0.42";"905.3031";"25.39";"1119.12";"79.3";"245.4583";"4268.78";"6879.26"
"C";"2022-10-06";"229.1133";"93.34";"0.28";"905.3031";"25.31";"771.06";"88.8";"245.4523";"4268.78";"6879.26"
"C";"2022-10-05";"228.4461";"93.07";"0.28";"905.3031";"25.23";"711.54";"22.9";"245.4523";"4028.78";"6879.26"
"C";"2022-10-04";"227.7712";"92.8";"0.22";"905.3031";"25.16";"614.21";"74.9";"245.4523";"4028.78";"6879.26"
"C";"2022-10-03";"227.2368";"92.58";"0.36";"905.3031";"25.1";"873.66";"1.6";"245.4523";"4028.78";"6879.26"
"C";"2022-10-02";"226.2772";"92.19";"0.39";"905.3031";"24.99";"947.99";"1";"245.4523";"4028.78";"6879.26"
"C";"2022-10-01";"225.3042";"91.79";"0.32";"905.3031";"24.89";"802.19";"27.7";"245.4523";"4028.78";"6879.26"
"C";"2022-09-30";"224.5506";"91.48";"0.15";"905.3031";"24.8";"471.68";"106.2";"245.4523";"4028.78";"6879.26"
"C";"2022-09-29";"224.2483";"91.36";"0.08";"905.3031";"24.77";"473.45";"280.7";"245.4523";"4028.78";"6879.26"
"C";"2022-09-28";"224.0584";"91.28";"0.05";"905.3031";"24.75";"510.03";"380.5";"245.4523";"4028.78";"6879.26"
"C";"2022-09-27";"223.9247";"91.5";"0.07";"905.3031";"24.73";"375.61";"196.5";"244.7221";"4028.78";"6879.26"
"C";"2022-09-26";"223.7456";"91.43";"0.12";"905.3031";"24.71";"450.16";"148.4";"244.714";"4011.62";"6879.26"
"C";"2022-09-25";"223.4752";"91.32";"0.31";"905.3031";"24.69";"800.07";"51.2";"244.714";"4011.62";"6879.26"
"C";"2022-09-24";"222.7508";"91.02";"0.27";"905.3031";"24.61";"705.78";"51.4";"244.714";"4011.62";"6879.26"
"C";"2022-09-23";"222.1439";"90.78";"0.15";"905.3031";"24.54";"404.74";"39.4";"244.7124";"4011.62";"6879.26"
"C";"2022-09-22";"221.7824";"90.63";"0.15";"905.3031";"24.5";"421.96";"62.2";"244.7036";"4011.62";"6879.26"
"C";"2022-09-21";"221.4241";"90.53";"0.12";"905.3031";"24.46";"372.92";"69.9";"244.5862";"4011.62";"6879.26"
"C";"2022-09-20";"221.1202";"90.41";"0.12";"905.3031";"24.42";"328.28";"35.8";"244.5831";"4011.62";"6879.26"
"C";"2022-09-19";"220.8286";"90.29";"0.23";"905.3031";"24.39";"605.17";"39.6";"244.5831";"4011.62";"6879.26"
"C";"2022-09-18";"220.2617";"90.06";"0.32";"905.3031";"24.33";"812.36";"20.6";"244.5831";"4011.62";"6879.26"
"C";"2022-09-17";"219.4772";"89.74";"0.37";"905.3031";"24.24";"908.01";"5.4";"244.5831";"4011.62";"6879.26"
"C";"2022-09-16";"218.579";"89.37";"0.3";"905.3031";"24.14";"765.31";"22.4";"244.5831";"4011.62";"6879.26"
"C";"2022-09-15";"217.838";"89.07";"0.21";"905.3031";"24.06";"521.65";"9.2";"244.5831";"4011.62";"6879.26"
"C";"2022-09-14";"217.3207";"88.85";"0.15";"905.3031";"24.01";"446.56";"91.8";"244.5831";"4011.62";"6879.26"
"E";"2022-09-13";"216.9576";"88.71";"0.16";"905.3031";"23.97";"483.64";"82.7";"244.5831";"4011.62";"6879.26"
"C";"2022-09-12";"216.5646";"88.47";"0.16";"905.3031";"23.92";"460.6";"67.7";"244.7858";"4016.12";"6888.26"
"C";"2022-09-11";"216.1717";"88.31";"0.37";"905.3031";"23.88";"949.52";"37.7";"244.7858";"4016.12";"6888.26"
"C";"2022-09-10";"215.2599";"87.94";"0.38";"905.3031";"23.78";"952.2";"10.8";"244.7858";"4016.12";"6888.26"
"C";"2022-09-09";"214.3185";"87.55";"0.32";"905.3031";"23.67";"808.01";"33.9";"244.7858";"4016.12";"6888.26"
"C";"2022-09-08";"213.5186";"87.23";"0.28";"905.3031";"23.59";"777.46";"92.7";"244.7858";"4016.12";"6888.26"
"C";"2022-09-07";"212.835";"86.95";"0.1";"905.3031";"23.51";"654.83";"402.2";"244.7858";"4016.12";"6888.26"
"C";"2022-09-06";"212.5788";"86.84";"0.34";"905.3031";"23.48";"988.15";"151";"244.7858";"4016.12";"6888.26"
"C";"2022-09-05";"211.7438";"86.5";"0.4";"905.3031";"23.39";"1074";"88.1";"244.7858";"4016.12";"6888.26"
"C";"2022-09-04";"210.7633";"86.1";"0.55";"905.3031";"23.28";"1350.02";"12.9";"244.7793";"4015.98";"6887.98"
"C";"2022-09-03";"209.4249";"85.56";"0.54";"905.3031";"23.13";"1333.23";"12.9";"244.7793";"4015.98";"6887.98"
"C";"2022-09-02";"208.115";"85.02";"0.49";"905.3031";"22.99";"1236.26";"32";"244.7793";"4015.98";"6887.98"
"C";"2022-09-01";"206.9165";"84.53";"0.24";"905.3031";"22.86";"909.87";"324";"244.7793";"4015.98";"6887.98"
"C";"2022-08-31";"206.1721";"84.26";"0.25";"905.3031";"22.77";"964.79";"353.6";"244.6793";"4015.98";"6887.98"
"C";"2022-08-30";"205.6108";"84.03";"0.36";"905.3031";"22.71";"1044.39";"151.7";"244.6793";"4015.98";"6887.98"
"C";"2022-08-29";"204.7182";"83.67";"0.39";"905.3031";"22.61";"1022.05";"65";"244.6793";"4015.98";"6887.98"
"C";"2022-08-28";"203.7664";"83.27";"0.52";"905.3031";"22.51";"1300.77";"16.8";"244.7088";"4015.05";"6887.02"
"C";"2022-08-27";"202.5002";"82.75";"0.55";"905.3031";"22.37";"1354.23";"11.4";"244.7088";"4015.05";"6887.02"
"C";"2022-08-26";"201.1708";"82.21";"0.43";"905.3031";"22.22";"1110.33";"57";"244.7088";"4032.21";"6887.02"
"C";"2022-08-25";"200.1287";"81.78";"0.5";"905.3031";"22.11";"1292.59";"77";"244.7088";"4032.21";"6887.02"
"C";"2022-08-24";"198.9088";"81.28";"0.41";"905.3031";"21.97";"1119.32";"116.8";"244.7088";"4032.21";"6887.02"
"C";"2022-08-23";"197.9104";"81.08";"0.44";"905.3031";"21.86";"1159.2";"76";"244.1012";"4032.21";"6887.02"
"C";"2022-08-22";"196.8272";"80.65";"0.51";"905.3031";"21.74";"1328.14";"77.6";"244.0501";"4031.65";"6887.02"
"C";"2022-08-21";"195.5755";"80.14";"0.61";"905.3031";"21.6";"1551.53";"63.2";"244.0496";"4031.64";"6886.99"
"C";"2022-08-20";"194.1077";"79.54";"0.63";"905.3031";"21.44";"1595.43";"53.7";"244.0496";"4031.64";"6886.99"
"C";"2022-08-19";"192.5858";"78.91";"0.47";"905.3031";"21.27";"1236.45";"100.3";"244.0496";"4031.64";"6886.99"
"C";"2022-08-18";"191.4697";"78.46";"0.49";"905.3031";"21.15";"1401.05";"201.4";"244.0496";"4031.64";"6886.99"
"C";"2022-08-17";"190.2899";"78.2";"0.41";"905.3031";"21.02";"1253.33";"249.3";"243.3517";"4031.64";"6886.99"
"C";"2022-08-16";"189.3057";"77.79";"0.48";"905.3031";"20.91";"1281.3";"109.6";"243.3517";"4031.64";"6886.99"
"C";"2022-08-15";"188.1501";"77.32";"0.6";"905.3031";"20.78";"1480.78";"28.6";"243.3517";"4031.64";"6886.99"
"C";"2022-08-14";"186.718";"76.8";"0.7";"905.3031";"20.62";"1704.12";"8.3";"243.109";"4029.99";"6883.7"
"C";"2022-08-13";"185.0595";"76.12";"0.7";"905.3031";"20.44";"1695.51";"4.2";"243.109";"4029.99";"6883.7"
"C";"2022-08-12";"183.3923";"75.44";"0.58";"905.3031";"20.26";"1483.67";"78";"243.109";"4029.99";"6883.7"
"C";"2022-08-11";"182.012";"74.94";"0.54";"905.3031";"20.11";"1438.23";"117.7";"242.8714";"4029.99";"6883.7"
"E";"2022-08-10";"180.7048";"74.4";"0.62";"905.3031";"19.96";"1560.14";"52";"242.8714";"4029.99";"6883.7"
"E";"2022-08-09";"179.1835";"73.77";"0.59";"905.3031";"19.79";"1495.3";"71.4";"242.9001";"4029.99";"6883.7"
"E";"2022-08-08";"177.7795";"73.19";"0.54";"905.3031";"19.64";"1439.75";"119.3";"242.9001";"4029.99";"6883.7"
"C";"2022-08-07";"176.4722";"72.65";"0.66";"905.3031";"19.49";"1640.04";"30.7";"242.8996";"4029.98";"6883.68"
"C";"2022-08-06";"174.8846";"72";"0.66";"905.3031";"19.32";"1635.34";"23.3";"242.8996";"4029.98";"6883.68"
"C";"2022-08-05";"173.2913";"71.34";"0.51";"905.3031";"19.14";"1420.68";"176.1";"242.8996";"4029.98";"6883.68"
"C";"2022-08-04";"172.0686";"70.84";"0.43";"905.3031";"19.01";"1133.2";"95.2";"242.8996";"4029.98";"6883.68"
"C";"2022-08-03";"171.0508";"70.39";"0.47";"905.3031";"18.89";"1204.67";"53.3";"242.9896";"4029.98";"6883.68"
"C";"2022-08-02";"169.9145";"69.93";"0.5";"905.3031";"18.77";"1246.77";"37.8";"242.9896";"4029.98";"6883.68"
"C";"2022-08-01";"168.708";"69.43";"0.4";"905.3031";"18.64";"1080.54";"103.3";"242.9906";"4029.98";"6883.68"
"C";"2022-07-31";"167.7628";"69.04";"0.51";"905.3031";"18.53";"1264.04";"16.8";"242.9972";"4029.85";"6883.42"
"C";"2022-07-30";"166.5655";"68.55";"0.43";"905.3031";"18.4";"1085.9";"46.2";"242.9972";"4029.85";"6883.42"
"C";"2022-07-29";"165.5253";"68.12";"0.33";"905.3031";"18.28";"905.7";"101.8";"242.9972";"4012.69";"6883.42"
"C";"2022-07-28";"164.7214";"67.79";"0.34";"905.3031";"18.2";"922.57";"97.8";"242.9972";"4012.69";"6883.42"
"C";"2022-07-27";"163.9009";"67.45";"0.3";"905.3031";"18.1";"951.04";"225.6";"242.9972";"4012.69";"6883.42"
"C";"2022-07-26";"163.1754";"67.15";"0.4";"905.3031";"18.02";"1029.58";"64";"242.9972";"4012.69";"6883.42"
"C";"2022-07-25";"162.2079";"66.75";"0.41";"905.3031";"17.92";"1032.47";"47.1";"242.9972";"4012.96";"6883.42"
"C";"2022-07-24";"161.2225";"66.35";"0.46";"905.3031";"17.81";"1147.88";"20.1";"242.9835";"4021.14";"6882.74"
"C";"2022-07-23";"160.0948";"65.89";"0.37";"905.3031";"17.68";"1000.38";"95.7";"242.9835";"4021.14";"6882.74"
"C";"2022-07-22";"159.1901";"65.51";"0.21";"905.3031";"17.58";"837.85";"335.2";"242.9835";"4021.14";"6882.74"
"C";"2022-07-21";"158.6875";"65.31";"0.09";"905.3031";"17.53";"762";"553.7";"242.9835";"4038.3";"6882.74"
"C";"2022-07-20";"158.4814";"65.22";"0.12";"905.3031";"17.51";"914.12";"616";"242.9835";"4038.3";"6882.74"
"C";"2022-07-19";"158.1919";"65.1";"0.06";"905.3031";"17.47";"795.62";"659";"242.9835";"4038.3";"6882.74"
"C";"2022-07-18";"158.065";"65.05";"-0.01";"905.3031";"17.46";"684.42";"700.7";"242.9835";"4038.3";"6882.74"
"C";"2022-07-17";"158.0828";"65.06";"0.25";"905.3031";"17.46";"971.54";"358.2";"242.9786";"4038.18";"6882.5"
"C";"2022-07-16";"157.4804";"64.81";"0.19";"905.3031";"17.4";"943.79";"470";"242.9786";"4038.18";"6882.5"
"C";"2022-07-15";"157.0133";"64.62";"0.05";"905.3031";"17.34";"774.46";"653.7";"242.9786";"4038.18";"6882.5"
"C";"2022-07-14";"156.9108";"64.58";"0.08";"905.3031";"17.33";"769.29";"583.2";"242.9786";"4038.18";"6882.5"
"C";"2022-07-13";"156.7342";"64.53";"0.01";"905.3031";"17.31";"676.69";"640.7";"242.8686";"4038.18";"6882.5"
"C";"2022-07-12";"156.7203";"64.53";"-0.06";"905.3031";"17.31";"750.23";"884.3";"242.8686";"4038.18";"6882.5"
"C";"2022-07-11";"156.8705";"64.59";"0.09";"905.3031";"17.33";"515.93";"293";"242.8686";"4038.18";"6882.5"
"C";"2022-07-10";"156.6693";"64.51";"0.46";"905.3031";"17.31";"1162.67";"48.7";"242.8584";"4037.93";"6882"
"C";"2022-07-09";"155.5804";"64.06";"0.43";"905.3031";"17.19";"1089.4";"53.7";"242.8584";"4037.93";"6882"
"C";"2022-07-08";"154.573";"63.65";"0.26";"905.3031";"17.07";"786.89";"145.7";"242.8584";"4037.93";"6882"
"C";"2022-07-07";"153.9531";"63.39";"0.26";"905.3031";"17.01";"892.09";"252.5";"242.8584";"4037.93";"6882"
"C";"2022-07-06";"153.3392";"63.14";"0.27";"905.3031";"16.94";"864.43";"201";"242.8584";"4037.93";"6882"
"C";"2022-07-05";"152.701";"62.88";"0.31";"905.3031";"16.87";"818.18";"63.8";"242.8584";"4037.93";"6882"
"C";"2022-07-04";"151.972";"62.58";"0.32";"905.3031";"16.79";"874.79";"85.5";"242.8584";"4037.93";"6882"
"C";"2022-07-03";"151.204";"62.27";"0.42";"905.3031";"16.7";"1111.58";"93";"242.835";"4037.35";"6880.85"
"C";"2022-07-02";"150.2005";"61.85";"0.39";"905.3031";"16.59";"1072.27";"132.8";"242.835";"4037.35";"6880.85"
"C";"2022-07-01";"149.2823";"61.47";"0.29";"905.3031";"16.49";"821.42";"119.7";"242.835";"4037.35";"6880.85"
"E";"2022-06-30";"148.5372";"61.22";"0.22";"905.3031";"16.41";"655.21";"129.1";"242.6456";"4037.35";"6880.85"
"E";"2022-06-29";"148.0918";"61.03";"0.15";"905.3031";"16.36";"654.6";"296.4";"242.6456";"4027.89";"6880.85"
"C";"2022-06-28";"147.7637";"60.9";"0.18";"905.3031";"16.32";"726.33";"300.3";"242.6456";"4027.89";"6880.85"
"C";"2022-06-27";"147.3634";"60.73";"0.21";"905.3031";"16.28";"739.72";"240.7";"242.6456";"4027.89";"6880.85"
"C";"2022-06-26";"146.8824";"60.53";"0.34";"905.3031";"16.22";"851.33";"29.2";"242.664";"4028.8";"6883.17"
"C";"2022-06-25";"146.0748";"60.2";"0.39";"905.3031";"16.14";"997.15";"46.1";"242.664";"4028.8";"6883.17"
"C";"2022-06-24";"145.1538";"59.82";"0.3";"905.3031";"16.03";"831.04";"92.1";"242.664";"4028.8";"6883.17"
"C";"2022-06-23";"144.515";"59.55";"0.32";"905.3031";"15.96";"854.07";"72.4";"242.664";"4028.8";"6883.17"
"C";"2022-06-22";"143.7633";"59.24";"0.27";"905.3031";"15.88";"787.02";"127.6";"242.664";"4028.8";"6883.17"
"E";"2022-06-21";"143.1243";"58.95";"0.32";"905.3031";"15.81";"914.55";"148.8";"242.774";"4028.8";"6883.17"
"E";"2022-06-20";"140.3866";"58.38";"0.33";"905.3031";"15.51";"844.64";"55.8";"240.474";"3993.91";"6832.56"
"E";"2022-06-19";"139.6157";"58.05";"0.53";"905.3031";"15.42";"1283.87";"16.7";"240.5023";"3994.6";"6833.95"
"E";"2022-06-18";"138.3627";"57.53";"0.55";"905.3031";"15.28";"1343.03";"10.6";"240.5023";"3994.6";"6833.95"
"E";"2022-06-17";"137.0732";"56.99";"0.43";"905.3031";"15.14";"1080.49";"52.8";"240.5023";"3977.44";"6833.95"
"E";"2022-06-16";"136.0771";"56.66";"0.41";"905.3031";"15.03";"1037.07";"61.9";"240.161";"3977.44";"6833.95"
"E";"2022-06-15";"135.1121";"56.26";"0.35";"905.3031";"14.92";"962.17";"133.1";"240.161";"3977.44";"6833.95"
"E";"2022-06-14";"134.2831";"55.91";"0.29";"905.3031";"14.83";"885.91";"180.6";"240.161";"3977.44";"6833.95"
"E";"2022-06-13";"133.3561";"55.53";"0.37";"905.3031";"14.73";"913";"30.2";"240.161";"3977.44";"6833.95"
"E";"2022-06-12";"132.5556";"55.2";"0.69";"905.3031";"14.64";"1662.45";"8.4";"240.1556";"3977.31";"6833.68"
"E";"2022-06-11";"130.9016";"54.51";"0.66";"905.3031";"14.46";"1600.62";"8.4";"240.1556";"3977.31";"6833.68"
"E";"2022-06-10";"129.3093";"53.84";"0.38";"905.3031";"14.28";"1070.16";"151.9";"240.1556";"3977.31";"6833.68"
"E";"2022-06-09";"128.3912";"53.46";"0.24";"905.3031";"14.18";"926.67";"360";"240.1556";"3977.31";"6833.68"
