"Status";"Gas Day Start";"Gas in storage (TWh)";"Full (%)";"Trend (%)";"Consumption (TWh)";"Full/Cons (%)";"Injection (GWh/d)";"Withdrawal (GWh/d)";"Working gas volume (TWh)";"Injection capacity (GWh/d)";"Withdrawal capacity (GWh/d)"
"E";"2022-06-08";"127.8267";"53.23";"0.26";"905.3031";"14.12";"939.03";"323.9";"240.1556";"3977.31";"6833.68"
"E";"2022-06-07";"127.2115";"52.97";"0.44";"905.3031";"14.05";"1114.18";"62.7";"240.1556";"3983.65";"6833.68"
"E";"2022-06-06";"126.16";"52.53";"0.67";"905.3031";"13.94";"1633.07";"15.2";"240.1556";"3983.65";"6833.68"
"E";"2022-06-05";"124.5337";"51.86";"0.68";"905.3031";"13.76";"1652.5";"11.7";"240.138";"3983.22";"6832.82"
"E";"2022-06-04";"122.8929";"51.18";"0.7";"905.3031";"13.57";"1679.66";"9.4";"240.138";"3983.22";"6832.82"
"E";"2022-06-03";"121.2227";"50.48";"0.52";"905.3031";"13.39";"1261.37";"16.7";"240.138";"4014.95";"6832.82"
"E";"2022-06-02";"119.9493";"49.95";"0.44";"905.3031";"13.25";"1080.6";"22.5";"240.138";"4014.95";"6832.82"
"E";"2022-06-01";"118.9174";"49.52";"0.35";"905.3031";"13.14";"929.13";"81.8";"240.138";"4014.95";"6832.82"
"E";"2022-05-31";"118.0698";"49.17";"0.21";"905.3031";"13.04";"711.06";"211.7";"240.138";"4014.95";"6832.82"
"E";"2022-05-30";"117.668";"49";"0.2";"905.3031";"13";"778.84";"293.9";"240.138";"4014.87";"6832.82"
"E";"2022-05-29";"117.175";"48.8";"0.46";"905.3031";"12.94";"1158.92";"46.1";"240.1205";"4014.51";"6831.96"
"E";"2022-05-28";"116.0533";"48.33";"0.49";"905.3031";"12.82";"1209.25";"35.2";"240.1205";"4014.51";"6831.96"
"E";"2022-05-27";"114.8893";"47.85";"0.56";"905.3031";"12.69";"1358.83";"22.4";"240.1205";"4014.51";"6831.96"
"E";"2022-05-26";"113.5599";"47.29";"0.49";"905.3031";"12.54";"1240.35";"72.6";"240.1205";"4014.51";"6831.96"
"E";"2022-05-25";"112.3811";"46.8";"0.42";"905.3031";"12.41";"1135.74";"130.7";"240.1205";"4014.51";"6831.96"
"E";"2022-05-24";"111.2745";"46.34";"0.41";"905.3031";"12.29";"1069.58";"96.8";"240.1205";"4014.51";"6831.96"
"E";"2022-05-23";"110.3362";"45.95";"0.56";"905.3031";"12.19";"1372.18";"19.9";"240.1205";"4014.51";"6831.96"
"E";"2022-05-22";"108.9921";"45.39";"0.68";"905.3031";"12.04";"1648.93";"24.3";"240.1044";"4014.12";"6831.16"
"E";"2022-05-21";"107.3674";"44.72";"0.75";"905.3031";"11.86";"1831.77";"24.3";"240.1044";"4014.12";"6831.16"
"E";"2022-05-20";"105.5739";"43.97";"0.44";"905.3031";"11.66";"1118.81";"71";"240.1044";"4014.12";"6831.16"
"E";"2022-05-19";"104.564";"43.55";"0.4";"905.3031";"11.55";"998.57";"47.1";"240.1044";"4014.12";"6831.16"
"E";"2022-05-18";"103.5591";"43.13";"0.48";"905.3031";"11.44";"1248.76";"91.6";"240.1044";"4014.12";"6831.16"
"E";"2022-05-17";"102.4468";"42.66";"0.42";"905.3031";"11.32";"1108.45";"96.4";"240.1254";"4014.12";"6831.16"
"E";"2022-05-16";"101.4146";"42.23";"0.44";"905.3031";"11.2";"1201.56";"141.7";"240.1254";"4014.12";"6831.16"
"E";"2022-05-15";"100.3402";"41.79";"0.66";"905.3031";"11.08";"1605.01";"18.6";"240.1053";"4013.63";"6830.18"
"E";"2022-05-14";"98.7536";"41.13";"0.61";"905.3031";"10.91";"1469.78";"15.9";"240.1053";"4013.63";"6830.18"
"E";"2022-05-13";"97.2823";"40.52";"0.48";"905.3031";"10.75";"1174.51";"28.4";"240.1053";"4011.51";"6830.18"
"E";"2022-05-12";"96.1369";"39.86";"0.21";"905.3031";"10.62";"959.4";"445.6";"241.2135";"4011.51";"6830.18"
"E";"2022-05-11";"95.6197";"39.64";"0.35";"905.3031";"10.56";"1185.61";"348.2";"241.2135";"4011.51";"6830.18"
"E";"2022-05-10";"94.7784";"39.29";"0.24";"905.3031";"10.47";"1146.62";"560.4";"241.2135";"4010.54";"6823.69"
"E";"2022-05-09";"94.1921";"39.05";"0.35";"905.3031";"10.4";"1161.59";"325.2";"241.2135";"4010.54";"6823.69"
"E";"2022-05-08";"93.3556";"38.7";"0.49";"905.3031";"10.31";"1341.42";"164.1";"241.2126";"4010.51";"6823.64"
"E";"2022-05-07";"92.1782";"38.21";"0.5";"905.3031";"10.18";"1346.63";"146.4";"241.2126";"4010.51";"6823.64"
"E";"2022-05-06";"90.9365";"37.7";"0.31";"905.3031";"10.04";"1281.89";"526.8";"241.2126";"4010.51";"6823.64"
"E";"2022-05-05";"90.1814";"37.39";"0.44";"905.3031";"9.96";"1115.76";"52.8";"241.2126";"4010.51";"6823.64"
"E";"2022-05-04";"89.1116";"36.94";"0.46";"905.3031";"9.84";"1208.12";"98.9";"241.2126";"4010.51";"6823.64"
"E";"2022-05-03";"88.0328";"36.5";"0.38";"905.3031";"9.72";"981.66";"67.1";"241.2126";"4010.51";"6823.64"
"E";"2022-05-02";"87.1191";"36.12";"0.37";"905.3031";"9.62";"956.05";"57";"241.2126";"4010.51";"6823.64"
"E";"2022-05-01";"86.1916";"35.74";"0.53";"905.3031";"9.52";"1282.99";"5.1";"241.1921";"4010.01";"6822.63"
"E";"2022-04-30";"84.7128";"35.12";"0.44";"905.3031";"9.36";"1106.15";"47.5";"241.2231";"4010.01";"6822.63"
"E";"2022-04-29";"83.9572";"34.6";"0.27";"905.3031";"9.27";"782.66";"127.5";"242.6585";"4010.01";"6822.63"
"E";"2022-04-28";"83.3006";"34.33";"0.31";"905.3031";"9.2";"876.64";"121.9";"242.6585";"4010.01";"6822.63"
"E";"2022-04-27";"82.5599";"34.02";"0.1";"905.3031";"9.12";"519.38";"288.8";"242.6585";"4010.01";"6822.63"
"E";"2022-04-26";"82.3229";"33.93";"0.12";"905.3031";"9.09";"642.3";"360.7";"242.6585";"4010.01";"6822.63"
"E";"2022-04-25";"82.0419";"33.81";"0.14";"905.3031";"9.06";"696.71";"348.7";"242.6585";"4010.01";"6822.63"
"E";"2022-04-24";"81.6684";"33.66";"0.47";"905.3031";"9.02";"1225.79";"90.2";"242.6478";"4009.74";"6822.1"
"E";"2022-04-23";"80.5186";"33.18";"0.48";"905.3031";"8.89";"1210.99";"45.6";"242.6478";"4009.74";"6822.1"
"E";"2022-04-22";"79.3898";"32.72";"0.34";"905.3031";"8.77";"959.61";"138.7";"242.6478";"4009.74";"6822.1"
"E";"2022-04-21";"78.5762";"32.38";"0.27";"905.3031";"8.68";"815.17";"156.6";"242.6478";"4009.74";"6822.1"
"E";"2022-04-20";"77.9137";"32.11";"0.22";"905.3031";"8.61";"786.83";"246.1";"242.6478";"4009.74";"6822.1"
"E";"2022-04-19";"77.3803";"31.89";"0.31";"905.3031";"8.55";"936.43";"187.1";"242.6478";"4009.74";"6822.1"
"E";"2022-04-18";"76.4317";"31.5";"0.5";"905.3031";"8.44";"1257.94";"53.5";"242.6478";"4009.74";"6822.1"
"E";"2022-04-17";"75.3869";"31.07";"0.5";"905.3031";"8.33";"1267.38";"52.1";"242.6483";"4009.76";"6822.13"
"E";"2022-04-16";"74.1863";"30.57";"0.48";"905.3031";"8.19";"1199.46";"40.8";"242.6483";"4009.76";"6822.13"
"E";"2022-04-15";"73.0313";"30.1";"0.4";"905.3031";"8.07";"1043.04";"82.7";"242.6483";"4009.76";"6822.13"
"E";"2022-04-14";"72.0917";"29.71";"0.43";"905.3031";"7.96";"1090.83";"59.3";"242.6483";"4009.76";"6822.13"
"E";"2022-04-13";"71.0694";"29.29";"0.36";"905.3031";"7.85";"1005.05";"122.1";"242.6483";"4009.76";"6822.13"
"E";"2022-04-12";"70.1756";"28.92";"0.31";"905.3031";"7.75";"868.13";"120";"242.6483";"4009.76";"6822.13"
"E";"2022-04-11";"69.4275";"28.61";"0.18";"905.3031";"7.67";"600.05";"151.9";"242.6483";"4009.76";"6822.13"
"E";"2022-04-10";"68.9791";"28.43";"0.32";"905.3031";"7.62";"858.57";"93.5";"242.6492";"4009.78";"6822.17"
"E";"2022-04-09";"68.1911";"28.1";"0.32";"905.3031";"7.53";"860.1";"92.4";"242.6492";"4009.78";"6822.17"
"E";"2022-04-08";"67.4668";"27.8";"0.27";"905.3031";"7.45";"808.94";"155.6";"242.6492";"4009.78";"6822.17"
"E";"2022-04-07";"66.8163";"27.42";"0.31";"905.3031";"7.38";"832.83";"71";"243.6885";"4009.78";"6822.17"
"E";"2022-04-06";"66.0544";"27.11";"0.3";"905.3031";"7.3";"904.36";"165.6";"243.6885";"4009.78";"6822.17"
"E";"2022-04-05";"65.3157";"26.8";"0.03";"905.3031";"7.21";"481.58";"400.3";"243.6885";"4009.78";"6822.17"
"E";"2022-04-04";"65.6425";"26.94";"-0.05";"905.3031";"7.25";"420.97";"549.7";"243.6885";"4009.78";"6822.17"
"E";"2022-04-03";"65.7712";"26.99";"-0.01";"905.3031";"7.27";"433.49";"468.7";"243.6885";"4009.78";"6822.17"
"E";"2022-04-02";"65.8065";"27";"0";"905.3031";"7.27";"390.62";"394.4";"243.6885";"4009.78";"6822.17"
"E";"2022-04-01";"65.8103";"26.97";"-0.07";"905.3031";"7.27";"372.97";"550.9";"244.0485";"4009.3";"6810.41"
"E";"2022-03-31";"63.945";"26.27";"-0.01";"905.3031";"7.06";"563.62";"591.6";"243.4311";"3938.57";"6714.08"
"E";"2022-03-30";"64.2268";"26.38";"0.11";"905.3031";"7.09";"843.32";"586.3";"243.4311";"3938.57";"6714.08"
"E";"2022-03-29";"63.9667";"26.28";"0.19";"905.3031";"7.07";"917.97";"446.8";"243.4311";"3938.57";"6714.08"
"E";"2022-03-28";"63.4986";"26.08";"0.21";"905.3031";"7.01";"1003.79";"491.9";"243.4311";"3938.57";"6714.08"
"E";"2022-03-27";"62.9867";"25.88";"0.33";"905.3031";"6.96";"1177.77";"383.8";"243.4219";"3938.34";"6713.63"
"E";"2022-03-26";"62.1927";"25.55";"0.39";"905.3031";"6.87";"1244.18";"297.2";"243.4219";"3807.03";"6497.27"
"E";"2022-03-25";"61.2457";"25.16";"0.28";"905.3031";"6.77";"1140.26";"448.3";"243.4219";"3938.34";"6713.63"
"E";"2022-03-24";"60.9466";"25.04";"0.22";"905.3031";"6.73";"1013.46";"487.3";"243.4219";"3938.34";"6713.63"
"E";"2022-03-23";"59.9953";"24.65";"0.09";"905.3031";"6.63";"756.75";"532.1";"243.4219";"3938.34";"6713.63"
"E";"2022-03-22";"59.7706";"24.55";"0.05";"905.3031";"6.6";"680.2";"567.1";"243.4219";"3938.34";"6713.63"
"E";"2022-03-21";"59.6847";"24.52";"-0.06";"905.3031";"6.59";"722";"871.6";"243.4219";"3938.34";"6713.63"
"E";"2022-03-20";"60.8797";"25.04";"0.17";"905.3031";"6.72";"996.59";"590.9";"243.1238";"3938.39";"6713.72"
"E";"2022-03-19";"60.474";"24.87";"0.22";"905.3031";"6.68";"1076.88";"546";"243.1238";"3938.39";"6713.72"
"E";"2022-03-18";"59.9431";"24.66";"-0.07";"905.3031";"6.62";"852.65";"1025.9";"243.1238";"3938.39";"6713.72"
"E";"2022-03-17";"60.1163";"24.73";"-0.05";"905.3031";"6.64";"759.33";"884.1";"243.1238";"3938.39";"6713.72"
"E";"2022-03-16";"60.241";"24.78";"-0.01";"905.3031";"6.65";"671.92";"700.2";"243.1238";"3938.39";"6713.72"
"E";"2022-03-15";"60.2668";"24.79";"-0.1";"905.3031";"6.66";"358.55";"606.9";"243.1238";"3938.39";"6713.72"
"E";"2022-03-14";"60.5289";"24.9";"-0.07";"905.3031";"6.69";"362.79";"530.2";"243.1238";"3938.39";"6713.72"
"E";"2022-03-13";"60.6671";"24.95";"0.17";"905.3031";"6.7";"725.59";"313.5";"243.1248";"3938.41";"6713.77"
"E";"2022-03-12";"60.2719";"24.79";"0.12";"905.3031";"6.66";"628.95";"335.9";"243.1248";"3938.41";"6713.77"
"E";"2022-03-11";"60.0267";"24.69";"-0.01";"905.3031";"6.63";"517.24";"547.2";"243.1248";"3938.41";"6713.77"
"E";"2022-03-10";"60.0567";"24.7";"0.13";"905.3031";"6.63";"1123.88";"815.1";"243.1248";"3938.41";"6713.77"
"E";"2022-03-09";"59.7525";"24.58";"-0.29";"905.3031";"6.6";"346.98";"1041.4";"243.1248";"3938.41";"6713.77"
"E";"2022-03-08";"60.4472";"24.86";"-0.42";"905.3031";"6.68";"244.76";"1262.3";"243.1248";"3938.41";"6713.77"
"E";"2022-03-07";"61.466";"25.28";"-0.49";"905.3031";"6.79";"261.95";"1463.4";"243.1248";"3938.41";"6713.77"
"E";"2022-03-06";"62.6707";"25.78";"-0.22";"905.3031";"6.92";"381.21";"913.4";"243.1248";"3938.41";"6713.77"
"E";"2022-03-05";"63.1955";"25.99";"-0.23";"905.3031";"6.98";"361.6";"916.9";"243.1248";"3938.41";"6713.77"
"E";"2022-03-04";"63.7484";"26.22";"-0.37";"905.3031";"7.04";"232.49";"1130.8";"243.1248";"3938.41";"6713.77"
"E";"2022-03-03";"64.6429";"26.59";"-0.38";"905.3031";"7.14";"243.29";"1170.2";"243.1248";"3906.69";"6713.77"
"E";"2022-03-02";"65.5904";"26.98";"-0.46";"905.3031";"7.25";"240.24";"1367.4";"243.1248";"3906.69";"6713.77"
"E";"2022-03-01";"66.7074";"27.44";"-0.54";"905.3031";"7.37";"224.04";"1535.5";"243.1248";"3906.69";"6713.77"
"E";"2022-02-28";"68.0624";"27.99";"-0.41";"905.3031";"7.52";"138.34";"1134.9";"243.1248";"3900.34";"6713.77"
"E";"2022-02-27";"69.059";"28.4";"-0.14";"905.3031";"7.63";"295.29";"647.8";"243.1263";"3932.1";"6713.84"
"E";"2022-02-26";"69.4115";"28.55";"-0.2";"905.3031";"7.67";"202.22";"690.4";"243.1263";"3932.1";"6713.84"
"E";"2022-02-25";"69.8847";"28.74";"-0.26";"905.3031";"7.72";"138.44";"782.6";"243.1263";"3932.1";"6713.84"
"E";"2022-02-24";"70.529";"29.01";"-0.09";"905.3031";"7.79";"244.19";"467.8";"243.1263";"3900.38";"6713.84"
"E";"2022-02-23";"70.7526";"29.1";"-0.23";"905.3031";"7.82";"169.47";"727.3";"243.1263";"3900.38";"6713.84"
"E";"2022-02-22";"71.3014";"29.33";"-0.33";"905.3031";"7.88";"155.11";"961.9";"243.1263";"3900.38";"6713.84"
"E";"2022-02-21";"72.1086";"29.66";"-0.28";"905.3031";"7.97";"145.79";"835.4";"243.1263";"3900.38";"6713.84"
"E";"2022-02-20";"72.7811";"29.94";"-0.11";"905.3031";"8.04";"293.69";"550.5";"243.1263";"3900.38";"6713.84"
"E";"2022-02-19";"73.0379";"30.04";"-0.2";"905.3031";"8.07";"240.77";"736.1";"243.1263";"3900.38";"6713.84"
"E";"2022-02-18";"73.5261";"30.24";"-0.18";"905.3031";"8.12";"175.75";"601.6";"243.1263";"3900.38";"6713.84"
"E";"2022-02-17";"73.9519";"30.42";"-0.16";"905.3031";"8.17";"218.2";"608.8";"243.1263";"3900.38";"6713.84"
"E";"2022-02-16";"74.3791";"30.59";"-0.2";"905.3031";"8.22";"248.55";"740.8";"243.1263";"3900.38";"6713.84"
"E";"2022-02-15";"74.8655";"30.79";"-0.21";"905.3031";"8.27";"218.78";"729.1";"243.1263";"3900.38";"6713.84"
"E";"2022-02-14";"75.3984";"31.01";"-0.17";"905.3031";"8.33";"402.5";"816.1";"243.1263";"3900.38";"6713.84"
"E";"2022-02-13";"75.7861";"31.17";"-0.1";"905.3031";"8.37";"464.43";"697.8";"243.1287";"3900.44";"6713.96"
"E";"2022-02-12";"76.0156";"31.27";"-0.22";"905.3031";"8.4";"306.41";"851.9";"243.1287";"3900.44";"6713.96"
"E";"2022-02-11";"76.5918";"31.5";"-0.37";"905.3031";"8.46";"294.41";"1182.6";"243.1287";"3900.44";"6713.96"
"E";"2022-02-10";"77.4446";"31.85";"-0.39";"905.3031";"8.55";"292.32";"1251";"243.1287";"3900.44";"6713.96"
"E";"2022-02-09";"78.4013";"32.25";"-0.21";"905.3031";"8.66";"300.51";"816.5";"243.1287";"3900.44";"6713.96"
"E";"2022-02-08";"78.889";"32.45";"-0.23";"905.3031";"8.71";"157.79";"711.8";"243.1287";"3900.44";"6713.96"
"E";"2022-02-07";"79.4455";"32.68";"-0.32";"905.3031";"8.78";"139.86";"919.6";"243.1287";"3900.44";"6713.96"
"E";"2022-02-06";"80.1968";"32.99";"-0.07";"905.3031";"8.86";"221.64";"403.8";"243.1277";"3900.42";"6713.92"
"E";"2022-02-05";"80.3706";"33.06";"-0.07";"905.3031";"8.88";"213.32";"394.2";"243.1277";"3900.42";"6713.92"
"E";"2022-02-04";"80.5453";"33.13";"-0.17";"905.3031";"8.9";"247.06";"671";"243.1277";"3900.42";"6713.92"
"E";"2022-02-03";"80.9856";"33.31";"-0.25";"905.3031";"8.95";"244.33";"854.3";"243.1277";"3900.42";"6713.92"
"E";"2022-02-02";"81.5852";"33.56";"-0.35";"905.3031";"9.01";"195.57";"1051.5";"243.1277";"3900.42";"6713.92"
"E";"2022-02-01";"82.4331";"33.91";"-0.35";"905.3031";"9.11";"194.55";"1041";"243.1277";"3900.42";"6713.92"
"E";"2022-01-31";"83.2281";"34.23";"-0.53";"905.3031";"9.19";"156.97";"1436.9";"243.1277";"3900.42";"6713.92"
"E";"2022-01-30";"84.4624";"34.74";"-0.2";"905.3031";"9.33";"279.15";"767.7";"243.1399";"3900.72";"6714.52"
"E";"2022-01-29";"84.9416";"34.94";"-0.2";"905.3031";"9.38";"282.25";"758.9";"243.1399";"3900.72";"6714.52"
"E";"2022-01-28";"85.417";"35.13";"-0.59";"905.3031";"9.44";"158.93";"1598.4";"243.1399";"3900.72";"6714.52"
"E";"2022-01-27";"86.8489";"35.72";"-0.53";"905.3031";"9.59";"179.36";"1466.3";"243.1399";"3900.72";"6714.52"
"E";"2022-01-26";"88.1545";"36.26";"-0.76";"905.3031";"9.74";"152.44";"2007";"243.1399";"3900.72";"6714.52"
"E";"2022-01-25";"89.9567";"37";"-0.87";"905.3031";"9.94";"148.49";"2268.6";"243.1399";"3900.72";"6714.52"
"E";"2022-01-24";"92.0763";"37.87";"-0.85";"905.3031";"10.17";"174.75";"2243.9";"243.1399";"3900.72";"6714.52"
"E";"2022-01-23";"94.1389";"38.71";"-0.5";"905.3031";"10.4";"255.58";"1463.6";"243.1619";"3901.26";"6715.6"
"E";"2022-01-22";"95.3403";"39.21";"-0.55";"905.3031";"10.53";"231.14";"1561.9";"243.1619";"3901.26";"6715.6"
"E";"2022-01-21";"96.6715";"39.76";"-0.84";"905.3031";"10.68";"152.25";"2199.9";"243.1619";"3901.26";"6715.6"
"E";"2022-01-20";"98.7231";"40.6";"-0.73";"905.3031";"10.9";"144.95";"1915.4";"243.1619";"3901.26";"6715.6"
"E";"2022-01-19";"100.4715";"41.32";"-0.69";"905.3031";"11.1";"152.65";"1842.1";"243.1619";"3901.26";"6715.6"
"E";"2022-01-18";"101.9558";"41.93";"-0.78";"905.3031";"11.26";"155.79";"2048.7";"243.1619";"3901.26";"6715.6"
"E";"2022-01-17";"103.8393";"42.7";"-0.59";"905.3031";"11.47";"219.48";"1650.6";"243.1619";"3901.26";"6715.6"
"E";"2022-01-16";"105.2455";"43.26";"-0.36";"905.3031";"11.63";"289.42";"1174";"243.2619";"3903.72";"6720.52"
"E";"2022-01-15";"106.1469";"43.63";"-0.5";"905.3031";"11.73";"238.5";"1448.4";"243.2619";"3903.72";"6720.52"
"E";"2022-01-14";"107.3502";"44.13";"-0.78";"905.3031";"11.86";"150.37";"2056";"243.2619";"3903.72";"6720.52"
"E";"2022-01-13";"109.2397";"44.91";"-0.78";"905.3031";"12.07";"151.28";"2046.3";"243.2619";"3903.72";"6720.52"
"E";"2022-01-12";"111.1216";"45.68";"-0.86";"905.3031";"12.27";"145.97";"2242.3";"243.2619";"3903.72";"6720.52"
"E";"2022-01-11";"113.2236";"46.54";"-0.91";"905.3031";"12.51";"149.48";"2362.6";"243.2619";"3903.72";"6720.52"
"E";"2022-01-10";"115.4321";"47.46";"-0.85";"905.3031";"12.75";"170.05";"2237.7";"243.2111";"3903.72";"6720.52"
"E";"2022-01-09";"117.4563";"48.32";"-0.37";"905.3031";"12.97";"208.68";"1120.2";"243.0769";"3900.42";"6713.92"
"E";"2022-01-08";"118.3643";"48.69";"-0.37";"905.3031";"13.07";"177.99";"1080.5";"243.0769";"3900.42";"6713.92"
"E";"2022-01-07";"119.2766";"49.07";"-0.53";"905.3031";"13.18";"174.73";"1450.9";"243.0769";"3900.42";"6713.92"
"E";"2022-01-06";"120.5548";"49.6";"-0.52";"905.3031";"13.32";"155.72";"1413.4";"243.0769";"3900.42";"6713.92"
"E";"2022-01-05";"121.8029";"50.11";"-0.46";"905.3031";"13.45";"183.56";"1308.7";"243.0769";"3900.42";"6713.92"
"E";"2022-01-04";"122.9124";"50.57";"-0.15";"905.3031";"13.58";"513.59";"868.5";"243.0769";"3900.42";"6713.92"
"E";"2022-01-03";"123.2631";"50.71";"0.03";"905.3031";"13.62";"705.92";"630.1";"243.0769";"3900.42";"6713.92"
"E";"2022-01-02";"123.1367";"50.66";"0.21";"905.3031";"13.6";"937.1";"419.4";"243.0603";"3900.01";"6713.1"
"E";"2022-01-01";"122.5992";"50.44";"0.3";"905.3031";"13.54";"1119.37";"389";"243.0603";"3900.01";"6713.1"
"E";"2021-12-31";"121.7611";"50.1";"0.34";"905";"13.45";"1217.42";"381.3";"243.0353";"3900.01";"6713.1"
"E";"2021-12-30";"120.9089";"49.75";"0.13";"905";"13.36";"1094.9";"767.6";"243.0353";"3904.48";"6713.1"
"E";"2021-12-29";"120.6006";"49.62";"0.03";"905";"13.33";"847.53";"776.2";"243.0353";"3900.01";"6713.1"
"E";"2021-12-28";"120.3813";"49.53";"-0.13";"905";"13.3";"609.2";"922.8";"243.0353";"3900.01";"6713.1"
"E";"2021-12-27";"120.6975";"49.66";"-0.13";"905";"13.34";"543.32";"856.5";"243.0353";"3900.01";"6713.1"
"E";"2021-12-26";"121.0057";"49.79";"-0.2";"905";"13.37";"444.25";"925.1";"243.0348";"3900";"6713.08"
"E";"2021-12-25";"121.4767";"49.98";"-0.12";"905";"13.42";"571.21";"872.9";"243.0348";"3900";"6713.08"
"E";"2021-12-24";"121.7966";"50.11";"-0.26";"905";"13.46";"395.42";"1016.3";"243.0348";"3900";"6713.08"
"E";"2021-12-23";"122.4546";"50.39";"-0.54";"905";"13.53";"199.59";"1509.4";"243.0348";"3900";"6713.08"
"E";"2021-12-22";"123.7597";"50.92";"-0.79";"905";"13.68";"132.88";"2044.8";"243.0348";"3900";"6713.08"
"E";"2021-12-21";"125.6757";"51.71";"-0.84";"905";"13.89";"126.65";"2176.7";"243.0348";"3900";"6713.08"
"E";"2021-12-20";"127.7241";"52.55";"-0.66";"905";"14.11";"122.55";"1720.3";"243.0348";"3900";"6713.08"
"E";"2021-12-19";"129.298";"53.2";"-0.18";"905";"14.29";"185.56";"632.5";"243.0373";"3900.06";"6713.2"
"E";"2021-12-18";"129.7449";"53.38";"-0.16";"905";"14.34";"169.2";"562.3";"243.0373";"3900.06";"6713.2"
"E";"2021-12-17";"130.1828";"53.56";"-0.34";"905";"14.38";"212.59";"1027.8";"243.0373";"3900.06";"6713.2"
"E";"2021-12-16";"130.97";"53.89";"-0.24";"905";"14.47";"365.84";"939";"243.0373";"3900.06";"6713.2"
"E";"2021-12-15";"131.5336";"54.12";"-0.3";"905";"14.53";"144.14";"884.1";"243.0373";"3900.06";"6713.2"
"E";"2021-12-14";"132.2938";"54.43";"-0.35";"905";"14.62";"151.19";"1010.4";"243.0373";"3900.06";"6713.2"
"E";"2021-12-13";"133.169";"54.79";"-0.32";"905";"14.71";"256.05";"1045.1";"243.0373";"3900.06";"6713.2"
"E";"2021-12-12";"133.9295";"55.11";"-0.14";"905";"14.8";"302.26";"640.2";"243.0324";"3899.94";"6712.96"
"E";"2021-12-11";"134.3153";"55.27";"-0.32";"905";"14.84";"303.82";"1074";"243.0324";"3899.94";"6712.96"
"E";"2021-12-10";"135.0737";"55.58";"-0.52";"905";"14.93";"234.94";"1496.5";"243.0324";"3899.94";"6712.96"
"E";"2021-12-09";"136.3436";"56.1";"-0.64";"905";"15.07";"185.31";"1750.8";"243.0324";"3899.94";"6712.96"
"E";"2021-12-08";"137.8854";"56.74";"-0.54";"905";"15.24";"219.59";"1527.6";"243.0324";"3899.94";"6712.96"
"E";"2021-12-07";"139.2109";"57.28";"-0.54";"905";"15.38";"217.22";"1536.8";"243.0324";"3899.94";"6712.96"
"E";"2021-12-06";"140.5424";"57.83";"-0.66";"905";"15.53";"247.44";"1857.3";"243.0324";"3899.94";"6712.96"
"E";"2021-12-05";"142.1068";"58.47";"-0.34";"905";"15.7";"260.23";"1084.7";"243.0343";"3899.98";"6713.05"
"E";"2021-12-04";"142.9265";"58.81";"-0.35";"905";"15.79";"263.39";"1104.9";"243.0343";"3899.98";"6713.05"
"E";"2021-12-03";"143.7944";"59.17";"-0.55";"905";"15.89";"181.14";"1519.7";"243.0343";"3899.98";"6713.05"
"E";"2021-12-02";"145.1186";"59.71";"-0.56";"905";"16.04";"196.56";"1566.7";"243.0343";"3899.98";"6713.05"
"E";"2021-12-01";"146.4704";"60.27";"-0.45";"905";"16.18";"188.02";"1293.8";"243.0343";"3899.98";"6713.05"
"E";"2021-11-30";"147.5779";"60.72";"-0.56";"905";"16.31";"126.6";"1486.1";"243.0343";"3899.98";"6713.05"
"E";"2021-11-29";"148.9314";"61.28";"-0.7";"905";"16.46";"125.54";"1829.3";"243.0343";"3899.98";"6713.05"
"E";"2021-11-28";"150.5945";"61.96";"-0.45";"905";"16.64";"162.06";"1267.8";"243.0436";"3900.21";"6713.51"
"E";"2021-11-27";"151.7092";"62.42";"-0.43";"905";"16.76";"168.18";"1212.8";"243.0436";"3900.21";"6713.51"
"E";"2021-11-26";"152.7598";"62.85";"-0.54";"905";"16.88";"142.96";"1444";"243.0436";"3900.21";"6713.51"
"E";"2021-11-25";"154.0728";"63.39";"-0.56";"905";"17.02";"152.22";"1520.7";"243.0436";"3900.21";"6713.51"
"E";"2021-11-24";"155.4554";"63.96";"-0.54";"905";"17.18";"130.89";"1440.7";"243.0436";"3900.21";"6747.11"
"E";"2021-11-23";"156.7663";"64.5";"-0.5";"905";"17.32";"134.04";"1352.9";"243.0436";"3900.21";"6747.11"
"E";"2021-11-22";"157.9685";"65";"-0.29";"905";"17.46";"165.75";"875.5";"243.0436";"3900.21";"6747.11"
"E";"2021-11-21";"158.6266";"65.27";"0.03";"905";"17.53";"409.41";"330.2";"243.0329";"3899.95";"6746.58"
"E";"2021-11-20";"158.5492";"65.24";"0.09";"905";"17.52";"526.67";"299.3";"243.0329";"3899.95";"6746.58"
"E";"2021-11-19";"158.339";"65.15";"0.11";"905";"17.5";"586.52";"315.3";"243.0329";"3899.95";"6746.58"
"E";"2021-11-18";"158.0935";"65.05";"-0.05";"905";"17.47";"299.52";"409.5";"243.0329";"3899.95";"6746.58"
"E";"2021-11-17";"158.2207";"65.1";"-0.11";"905";"17.48";"269.08";"546.4";"243.0329";"3899.95";"6746.58"
"E";"2021-11-16";"158.4925";"65.21";"-0.3";"905";"17.51";"196.98";"936.2";"243.0329";"3899.95";"6746.58"
"E";"2021-11-15";"159.2446";"65.52";"-0.2";"905";"17.6";"159.05";"633.8";"243.0329";"3899.95";"6746.58"
