name,code,consumption,consumptionFull,url,gasDayStart,gasInStorage,injection,withdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,status,trend,full,info,month_day,year,gasDayEnd,month_day_gasDayEnd,year_gasDayEnd,netWithdrawal
Germany,DE,995.2735,23.76,DE,2019-12-04,236.4762,27.93,213.86,240.4242,3727.17,6442.54,C,-0.08,98.36,12.04.,12.04.,2019,2019-12-05,12.05.,2019,
Germany,DE,995.2735,23.78,DE,2019-12-03,236.6569,124.57,202.44,240.4242,3727.17,6442.54,C,-0.03,98.43,12.03.,12.03.,2019,2019-12-04,12.04.,2019,
Germany,DE,995.2735,23.79,DE,2019-12-02,236.7397,22.82,332.10,240.4242,3727.17,6442.54,C,-0.13,98.47,12.02.,12.02.,2019,2019-12-03,12.03.,2019,
Germany,DE,995.2735,23.82,DE,2019-12-01,237.0490,35.13,365.85,240.4360,3727.35,6442.81,C,-0.14,98.59,12.01.,12.01.,2019,2019-12-02,12.02.,2019,
Germany,DE,995.2735,23.85,DE,2019-11-30,237.3801,21.06,260.85,240.4360,3727.35,6432.01,C,-0.1,98.73,11.30.,11.30.,2019,2019-12-01,12.01.,2019,
Germany,DE,995.2735,23.87,DE,2019-11-29,237.6203,49.53,75.06,240.4360,3727.35,6432.01,C,-0.01,98.83,11.29.,11.29.,2019,2019-11-30,11.30.,2019,
Germany,DE,995.2735,23.88,DE,2019-11-28,237.6502,149.19,11.76,240.4360,3727.35,6432.01,C,0.06,98.84,11.28.,11.28.,2019,2019-11-29,11.29.,2019,
Germany,DE,995.2735,23.86,DE,2019-11-27,237.5128,200.56,16.22,240.4360,3727.35,6432.01,C,0.08,98.78,11.27.,11.27.,2019,2019-11-28,11.28.,2019,
Germany,DE,995.2735,23.85,DE,2019-11-26,237.3285,59.73,125.89,240.4360,3727.35,6432.01,C,-0.03,98.71,11.26.,11.26.,2019,2019-11-27,11.27.,2019,
Germany,DE,995.2735,23.85,DE,2019-11-25,237.3946,22.72,207.46,240.4360,3727.35,6432.01,C,-0.08,98.74,11.25.,11.25.,2019,2019-11-26,11.26.,2019,
Germany,DE,995.2735,23.87,DE,2019-11-24,237.5794,164.87,13.77,240.4498,3727.56,6432.32,C,0.06,98.81,11.24.,11.24.,2019,2019-11-25,11.25.,2019,
Germany,DE,995.2735,23.86,DE,2019-11-23,237.4284,216.78,24.67,240.4498,3727.56,6432.32,C,0.08,98.74,11.23.,11.23.,2019,2019-11-24,11.24.,2019,
Germany,DE,995.2735,23.84,DE,2019-11-22,237.2363,59.87,167.95,240.4498,3727.56,6432.32,C,-0.04,98.66,11.22.,11.22.,2019,2019-11-23,11.23.,2019,
Germany,DE,995.2735,23.85,DE,2019-11-21,237.3480,7.42,580.22,240.4498,3727.56,6432.32,C,-0.24,98.71,11.21.,11.21.,2019,2019-11-22,11.22.,2019,
Germany,DE,995.2735,23.91,DE,2019-11-20,237.9209,6.10,479.42,240.4498,3727.56,6432.32,C,-0.2,98.95,11.20.,11.20.,2019,2019-11-21,11.21.,2019,
Germany,DE,995.2735,23.95,DE,2019-11-19,238.3906,1.23,245.26,240.4498,3727.56,6432.32,C,-0.1,99.14,11.19.,11.19.,2019,2019-11-20,11.20.,2019,
Germany,DE,995.2735,23.98,DE,2019-11-18,238.6334,9.67,91.76,240.4498,3727.56,6432.32,C,-0.03,99.24,11.18.,11.18.,2019,2019-11-19,11.19.,2019,
Germany,DE,995.2735,23.98,DE,2019-11-17,238.7155,74.54,38.37,240.4301,3727.26,6431.87,C,0.02,99.29,11.17.,11.17.,2019,2019-11-18,11.18.,2019,
Germany,DE,995.2735,23.98,DE,2019-11-16,238.6794,89.17,38.41,240.4301,3727.26,6431.87,C,0.02,99.27,11.16.,11.16.,2019,2019-11-17,11.17.,2019,
Germany,DE,995.2735,23.98,DE,2019-11-15,238.6287,37.12,152.02,240.4301,3727.26,6431.87,C,-0.05,99.25,11.15.,11.15.,2019,2019-11-16,11.16.,2019,
Germany,DE,995.2735,23.99,DE,2019-11-14,238.7476,20.57,167.22,240.4301,3727.26,6431.87,C,-0.06,99.3,11.14.,11.14.,2019,2019-11-15,11.15.,2019,
Germany,DE,995.2735,24.0,DE,2019-11-13,238.8983,9.06,327.01,240.4301,3727.26,6431.87,C,-0.13,99.36,11.13.,11.13.,2019,2019-11-14,11.14.,2019,
Germany,DE,995.2735,24.04,DE,2019-11-12,239.2163,15.19,254.50,240.4301,3727.26,6431.87,C,-0.1,99.5,11.12.,11.12.,2019,2019-11-13,11.13.,2019,
Germany,DE,995.2735,24.06,DE,2019-11-11,239.4556,20.74,183.48,240.4301,3727.26,6431.87,C,-0.07,99.59,11.11.,11.11.,2019,2019-11-12,11.12.,2019,
Germany,DE,995.2735,24.08,DE,2019-11-10,239.6183,68.87,52.28,240.4557,3727.65,6432.45,C,0.01,99.65,11.10.,11.10.,2019,2019-11-11,11.11.,2019,
Germany,DE,995.2735,24.07,DE,2019-11-09,239.6018,166.72,33.17,240.4557,3727.65,6432.45,C,0.06,99.64,11.09.,11.09.,2019,2019-11-10,11.10.,2019,
Germany,DE,995.2735,24.06,DE,2019-11-08,239.4683,52.52,71.65,240.4557,3727.65,6432.45,C,-0.01,99.59,11.08.,11.08.,2019,2019-11-09,11.09.,2019,
Germany,DE,995.2735,24.06,DE,2019-11-07,239.4885,35.36,80.51,240.4557,3727.65,6432.45,C,-0.02,99.6,11.07.,11.07.,2019,2019-11-08,11.08.,2019,
Germany,DE,995.2735,24.05,DE,2019-11-06,239.3503,45.15,21.89,240.4557,3727.65,6432.45,C,0.01,99.54,11.06.,11.06.,2019,2019-11-07,11.07.,2019,
Germany,DE,995.2735,24.07,DE,2019-11-05,239.5240,55.40,53.64,240.4536,3727.65,6432.45,C,0.0,99.61,11.05.,11.05.,2019,2019-11-06,11.06.,2019,
Germany,DE,995.2735,24.07,DE,2019-11-04,239.5192,168.45,12.04,240.3693,3727.65,6432.45,C,0.07,99.65,11.04.,11.04.,2019,2019-11-05,11.05.,2019,
Germany,DE,995.2735,24.05,DE,2019-11-03,239.3644,399.67,7.42,240.3693,3727.65,6432.45,C,0.16,99.58,11.03.,11.03.,2019,2019-11-04,11.04.,2019,
Germany,DE,995.2735,24.01,DE,2019-11-02,238.9721,410.25,7.46,240.3693,3727.65,6432.45,C,0.17,99.42,11.02.,11.02.,2019,2019-11-03,11.03.,2019,
Germany,DE,995.2735,23.97,DE,2019-11-01,238.5694,52.87,141.40,240.3693,3727.65,6432.45,C,-0.04,99.25,11.01.,11.01.,2019,2019-11-02,11.02.,2019,
Germany,DE,995.2735,23.98,DE,2019-10-31,238.6586,31.52,397.04,240.3580,3727.65,6432.45,C,-0.15,99.29,10.31.,10.31.,2019,2019-11-01,11.01.,2019,
Germany,DE,995.2735,24.02,DE,2019-10-30,239.0242,24.34,298.72,240.3580,3727.65,6432.45,C,-0.11,99.45,10.30.,10.30.,2019,2019-10-31,10.31.,2019,
Germany,DE,995.2735,24.04,DE,2019-10-29,239.2986,15.98,141.14,240.3524,3727.65,6432.45,C,-0.05,99.56,10.29.,10.29.,2019,2019-10-30,10.30.,2019,
Germany,DE,995.2735,24.06,DE,2019-10-28,239.4208,20.75,69.46,240.2962,3727.65,6432.45,C,-0.02,99.64,10.28.,10.28.,2019,2019-10-29,10.29.,2019,
Germany,DE,995.2735,24.06,DE,2019-10-27,239.4623,218.92,1.49,240.2884,3727.53,6432.27,C,0.09,99.66,10.27.,10.27.,2019,2019-10-28,10.28.,2019,
Germany,DE,995.2735,24.04,DE,2019-10-26,239.2445,360.46,2.00,240.2884,3848.84,6634.55,C,0.15,99.57,10.26.,10.26.,2019,2019-10-27,10.27.,2019,
Germany,DE,995.2735,24.0,DE,2019-10-25,238.8895,113.32,25.19,240.2724,3727.53,6432.27,C,0.04,99.42,10.25.,10.25.,2019,2019-10-26,10.26.,2019,
Germany,DE,995.2735,23.99,DE,2019-10-24,238.8054,47.21,9.90,240.2711,3727.53,6432.27,C,0.02,99.39,10.24.,10.24.,2019,2019-10-25,10.25.,2019,
Germany,DE,995.2735,23.99,DE,2019-10-23,238.7681,41.86,30.50,240.2711,3727.53,6432.27,C,0.0,99.37,10.23.,10.23.,2019,2019-10-24,10.24.,2019,
Germany,DE,995.2735,23.99,DE,2019-10-22,238.7568,28.26,23.71,240.2651,3727.53,6432.27,C,0.0,99.37,10.22.,10.22.,2019,2019-10-23,10.23.,2019,
Germany,DE,995.2735,23.99,DE,2019-10-21,238.7523,82.84,7.77,240.2651,3727.53,6432.27,C,0.03,99.37,10.21.,10.21.,2019,2019-10-22,10.22.,2019,
Germany,DE,995.2735,23.98,DE,2019-10-20,238.6710,268.24,6.12,240.2454,3727.44,6432.14,C,0.11,99.34,10.20.,10.20.,2019,2019-10-21,10.21.,2019,
Germany,DE,995.2735,23.95,DE,2019-10-19,238.4088,224.71,5.37,240.2454,3727.44,6432.14,C,0.09,99.24,10.19.,10.19.,2019,2019-10-20,10.20.,2019,
Germany,DE,995.2735,23.93,DE,2019-10-18,238.1957,143.93,112.54,240.2454,3727.44,6432.14,C,0.01,99.15,10.18.,10.18.,2019,2019-10-19,10.19.,2019,
Germany,DE,995.2735,23.93,DE,2019-10-17,238.1643,106.43,6.61,240.2441,3727.44,6432.14,C,0.04,99.13,10.17.,10.17.,2019,2019-10-18,10.18.,2019,
Germany,DE,995.2735,23.92,DE,2019-10-16,238.0644,70.13,23.31,240.1689,3727.44,6432.14,C,0.02,99.12,10.16.,10.16.,2019,2019-10-17,10.17.,2019,
Germany,DE,995.2735,23.91,DE,2019-10-15,238.0141,146.11,22.03,240.1689,3727.44,6432.14,C,0.05,99.1,10.15.,10.15.,2019,2019-10-16,10.16.,2019,
Germany,DE,995.2735,23.9,DE,2019-10-14,237.8885,149.42,7.10,240.1662,3727.44,6432.14,C,0.06,99.05,10.14.,10.14.,2019,2019-10-15,10.15.,2019,
Germany,DE,995.2735,23.88,DE,2019-10-13,237.7200,428.26,0.02,240.1859,3727.74,6432.58,C,0.18,98.97,10.13.,10.13.,2019,2019-10-14,10.14.,2019,
Germany,DE,995.2735,23.84,DE,2019-10-12,237.3117,349.45,58.81,240.1859,3727.74,6432.58,C,0.12,98.8,10.12.,10.12.,2019,2019-10-13,10.13.,2019,
Germany,DE,995.2735,23.82,DE,2019-10-11,237.0486,142.61,90.55,240.1859,3727.74,6432.58,C,0.02,98.69,10.11.,10.11.,2019,2019-10-12,10.12.,2019,
Germany,DE,995.2735,23.82,DE,2019-10-10,237.0281,190.35,51.56,240.1842,3727.74,6432.58,C,0.06,98.69,10.10.,10.10.,2019,2019-10-11,10.11.,2019,
Germany,DE,995.2735,23.8,DE,2019-10-09,236.8902,76.72,81.07,240.0648,3727.74,6432.58,C,0.0,98.68,10.09.,10.09.,2019,2019-10-10,10.10.,2019,
Germany,DE,995.2735,23.8,DE,2019-10-08,236.8709,72.12,71.28,240.0600,3727.74,6432.58,C,0.0,98.67,10.08.,10.08.,2019,2019-10-09,10.09.,2019,
Germany,DE,995.2735,23.8,DE,2019-10-07,236.8581,83.28,54.48,240.0508,3727.74,6432.58,C,0.01,98.67,10.07.,10.07.,2019,2019-10-08,10.08.,2019,
Germany,DE,995.2735,23.8,DE,2019-10-06,236.8294,238.27,19.32,240.0447,3727.80,6432.67,C,0.09,98.66,10.06.,10.06.,2019,2019-10-07,10.07.,2019,
Germany,DE,995.2735,23.77,DE,2019-10-05,236.5992,216.39,17.43,240.0447,3727.80,6432.67,C,0.08,98.56,10.05.,10.05.,2019,2019-10-06,10.06.,2019,
Germany,DE,995.2735,23.75,DE,2019-10-04,236.3888,96.91,73.30,240.0447,3727.80,6432.67,C,0.01,98.48,10.04.,10.04.,2019,2019-10-05,10.05.,2019,
Germany,DE,995.2735,23.75,DE,2019-10-03,236.3597,131.72,16.34,239.9885,3727.80,6432.67,C,0.05,98.49,10.03.,10.03.,2019,2019-10-04,10.04.,2019,
Germany,DE,995.2735,23.74,DE,2019-10-02,236.2392,223.95,9.48,239.9885,3727.80,6432.67,C,0.09,98.44,10.02.,10.02.,2019,2019-10-03,10.03.,2019,
Germany,DE,995.2735,23.71,DE,2019-10-01,236.0198,262.27,28.23,239.9323,3727.80,6432.67,C,0.1,98.37,10.01.,10.01.,2019,2019-10-02,10.02.,2019,
Germany,DE,995.2735,23.69,DE,2019-09-30,235.7842,331.38,3.21,240.5467,3727.80,6432.67,C,0.14,98.02,09.30.,09.30.,2019,2019-10-01,10.01.,2019,
Germany,DE,995.2735,23.66,DE,2019-09-29,235.4545,553.46,10.03,240.4611,3726.56,6430.86,C,0.23,97.92,09.29.,09.29.,2019,2019-09-30,09.30.,2019,
Germany,DE,995.2735,23.6,DE,2019-09-28,234.9093,464.69,2.05,240.4611,3726.56,6430.86,C,0.19,97.69,09.28.,09.28.,2019,2019-09-29,09.29.,2019,
Germany,DE,995.2735,23.56,DE,2019-09-27,234.4449,236.56,12.91,240.4611,3726.56,6430.86,C,0.09,97.5,09.27.,09.27.,2019,2019-09-28,09.28.,2019,
Germany,DE,995.2735,23.53,DE,2019-09-26,234.2122,148.85,64.65,240.4339,3726.56,6430.86,E,0.04,97.41,09.26.,09.26.,2019,2019-09-27,09.27.,2019,
Germany,DE,995.2735,23.52,DE,2019-09-25,234.1263,134.02,214.22,240.4339,3726.56,6430.86,E,-0.03,97.38,09.25.,09.25.,2019,2019-09-26,09.26.,2019,
Germany,DE,995.2735,23.53,DE,2019-09-24,234.2040,132.95,124.97,240.4339,3726.56,6430.86,E,0.0,97.41,09.24.,09.24.,2019,2019-09-25,09.25.,2019,
Germany,DE,995.2735,23.53,DE,2019-09-23,234.1902,135.12,22.58,240.4339,3726.56,6430.86,E,0.05,97.4,09.23.,09.23.,2019,2019-09-24,09.24.,2019,
Germany,DE,995.2735,23.52,DE,2019-09-22,234.0805,287.31,5.49,240.4242,3726.41,6430.64,E,0.12,97.36,09.22.,09.22.,2019,2019-09-23,09.23.,2019,
Germany,DE,995.2735,23.49,DE,2019-09-21,233.7968,276.60,36.47,240.4242,3726.41,6430.64,E,0.1,97.24,09.21.,09.21.,2019,2019-09-22,09.22.,2019,
Germany,DE,995.2735,23.47,DE,2019-09-20,233.5704,148.55,147.81,240.4242,3726.41,6430.64,E,0.0,97.15,09.20.,09.20.,2019,2019-09-21,09.21.,2019,
Germany,DE,995.2735,23.47,DE,2019-09-19,233.5672,97.04,155.21,240.4242,3726.41,6430.64,E,-0.02,97.15,09.19.,09.19.,2019,2019-09-20,09.20.,2019,
Germany,DE,995.2735,23.47,DE,2019-09-18,233.6236,116.63,113.68,240.3052,3726.41,6430.64,E,0.0,97.22,09.18.,09.18.,2019,2019-09-19,09.19.,2019,
Germany,DE,995.2735,23.47,DE,2019-09-17,233.6151,107.78,11.63,240.3052,3726.41,6430.64,C,0.04,97.22,09.17.,09.17.,2019,2019-09-18,09.18.,2019,
Germany,DE,995.2735,23.46,DE,2019-09-16,233.5176,216.72,3.05,240.3052,3726.41,6430.64,C,0.09,97.18,09.16.,09.16.,2019,2019-09-17,09.17.,2019,
Germany,DE,995.2735,23.44,DE,2019-09-15,233.3002,393.36,3.99,240.2195,3726.65,6430.99,C,0.16,97.12,09.15.,09.15.,2019,2019-09-16,09.16.,2019,
Germany,DE,995.2735,23.4,DE,2019-09-14,232.9106,328.86,1.93,240.2195,3713.15,6454.99,C,0.14,96.96,09.14.,09.14.,2019,2019-09-15,09.15.,2019,
Germany,DE,995.2735,23.37,DE,2019-09-13,232.6046,169.28,13.10,240.2195,3713.15,6454.99,C,0.07,96.83,09.13.,09.13.,2019,2019-09-14,09.14.,2019,
Germany,DE,995.2735,23.36,DE,2019-09-12,232.4586,157.28,4.60,240.2195,3713.15,6454.99,C,0.06,96.77,09.12.,09.12.,2019,2019-09-13,09.13.,2019,
Germany,DE,995.2735,23.34,DE,2019-09-11,232.3040,158.42,23.33,240.2195,3713.15,6454.99,C,0.06,96.7,09.11.,09.11.,2019,2019-09-12,09.12.,2019,
Germany,DE,995.2735,23.33,DE,2019-09-10,232.1654,125.20,47.29,240.1634,3713.15,6454.99,C,0.03,96.67,09.10.,09.10.,2019,2019-09-11,09.11.,2019,
Germany,DE,995.2735,23.32,DE,2019-09-09,232.0854,125.25,69.24,240.1634,3713.15,6454.99,C,0.02,96.64,09.09.,09.09.,2019,2019-09-10,09.10.,2019,
Germany,DE,995.2735,23.31,DE,2019-09-08,232.0274,221.06,72.45,239.8881,3713.91,6456.10,C,0.06,96.72,09.08.,09.08.,2019,2019-09-09,09.09.,2019,
Germany,DE,995.2735,23.3,DE,2019-09-07,231.8767,177.43,77.92,239.8881,3713.91,6456.10,C,0.04,96.66,09.07.,09.07.,2019,2019-09-08,09.08.,2019,
Germany,DE,995.2735,23.29,DE,2019-09-06,231.7751,236.48,39.67,239.8881,3713.91,6456.10,C,0.08,96.62,09.06.,09.06.,2019,2019-09-07,09.07.,2019,
Germany,DE,995.2735,23.27,DE,2019-09-05,231.5737,261.25,8.32,239.6925,3712.78,6456.10,C,0.11,96.61,09.05.,09.05.,2019,2019-09-06,09.06.,2019,
Germany,DE,995.2735,23.24,DE,2019-09-04,231.3197,403.59,14.26,239.6925,3712.78,6456.10,C,0.16,96.51,09.04.,09.04.,2019,2019-09-05,09.05.,2019,
Germany,DE,995.2735,23.2,DE,2019-09-03,230.9247,552.21,29.17,239.6925,3712.78,6456.10,C,0.22,96.34,09.03.,09.03.,2019,2019-09-04,09.04.,2019,
Germany,DE,995.2735,23.16,DE,2019-09-02,230.4819,418.39,8.59,239.6925,3712.78,6456.10,C,0.17,96.16,09.02.,09.02.,2019,2019-09-03,09.03.,2019,
Germany,DE,995.2735,23.11,DE,2019-09-01,230.0506,670.67,8.67,239.6346,3711.88,6454.77,C,0.28,96.0,09.01.,09.01.,2019,2019-09-02,09.02.,2019,
Germany,DE,995.2735,23.05,DE,2019-08-31,229.3819,751.86,12.72,239.6346,3711.88,6454.77,C,0.31,95.72,08.31.,08.31.,2019,2019-09-01,09.01.,2019,
Germany,DE,995.2735,22.98,DE,2019-08-30,228.6782,427.58,11.68,239.6346,3711.88,6454.77,C,0.17,95.43,08.30.,08.30.,2019,2019-08-31,08.31.,2019,
Germany,DE,995.2735,22.94,DE,2019-08-29,228.2933,287.31,48.91,239.6346,3711.88,6454.77,C,0.1,95.27,08.29.,08.29.,2019,2019-08-30,08.30.,2019,
Germany,DE,995.2735,22.92,DE,2019-08-28,228.1021,362.79,35.26,239.3746,3711.88,6454.77,C,0.14,95.29,08.28.,08.28.,2019,2019-08-29,08.29.,2019,
Germany,DE,995.2735,22.88,DE,2019-08-27,227.7670,388.69,1.35,239.3246,3711.88,6454.77,C,0.16,95.17,08.27.,08.27.,2019,2019-08-28,08.28.,2019,
Germany,DE,995.2735,22.85,DE,2019-08-26,227.3729,429.48,7.63,239.3369,3711.88,6454.77,C,0.18,95.0,08.26.,08.26.,2019,2019-08-27,08.27.,2019,
Germany,DE,995.2735,22.8,DE,2019-08-25,226.9517,630.43,1.11,239.2015,3711.66,6454.46,C,0.26,94.88,08.25.,08.25.,2019,2019-08-26,08.26.,2019,
Germany,DE,995.2735,22.74,DE,2019-08-24,226.3133,614.17,5.91,239.2015,3711.66,6454.46,C,0.25,94.61,08.24.,08.24.,2019,2019-08-25,08.25.,2019,
Germany,DE,995.2735,22.68,DE,2019-08-23,225.7095,535.86,0.02,239.2015,3711.66,6454.46,C,0.22,94.36,08.23.,08.23.,2019,2019-08-24,08.24.,2019,
Germany,DE,995.2735,22.62,DE,2019-08-22,225.1707,545.02,0.18,239.2015,3711.66,6454.46,C,0.23,94.13,08.22.,08.22.,2019,2019-08-23,08.23.,2019,
Germany,DE,995.2735,22.57,DE,2019-08-21,224.6230,607.73,8.47,239.1222,3711.66,6454.46,C,0.25,93.94,08.21.,08.21.,2019,2019-08-22,08.22.,2019,
Germany,DE,995.2735,22.51,DE,2019-08-20,223.9871,572.80,4.50,238.9826,3711.66,6454.46,C,0.24,93.73,08.20.,08.20.,2019,2019-08-21,08.21.,2019,
Germany,DE,995.2735,22.45,DE,2019-08-19,223.4160,723.90,2.13,238.9826,3711.66,6454.46,C,0.3,93.49,08.19.,08.19.,2019,2019-08-20,08.20.,2019,
Germany,DE,995.2735,22.37,DE,2019-08-18,222.6846,957.52,0.69,239.1082,3713.63,6457.33,C,0.4,93.13,08.18.,08.18.,2019,2019-08-19,08.19.,2019,
Germany,DE,995.2735,22.28,DE,2019-08-17,221.7246,960.69,1.63,239.1082,3713.63,6457.33,C,0.4,92.73,08.17.,08.17.,2019,2019-08-18,08.18.,2019,
Germany,DE,995.2735,22.18,DE,2019-08-16,220.7693,671.41,0.18,239.1082,3713.63,6457.33,C,0.28,92.33,08.16.,08.16.,2019,2019-08-17,08.17.,2019,
Germany,DE,995.2735,22.11,DE,2019-08-15,220.0955,599.30,0.12,239.1082,3713.63,6457.33,C,0.25,92.05,08.15.,08.15.,2019,2019-08-16,08.16.,2019,
Germany,DE,995.2735,22.05,DE,2019-08-14,219.4917,348.22,1.31,239.1082,3713.63,6457.33,C,0.15,91.8,08.14.,08.14.,2019,2019-08-15,08.15.,2019,
Germany,DE,995.2735,22.02,DE,2019-08-13,219.1301,482.85,2.62,239.1082,3713.63,6457.33,C,0.2,91.64,08.13.,08.13.,2019,2019-08-14,08.14.,2019,
Germany,DE,995.2735,21.97,DE,2019-08-12,218.6505,653.57,0.10,239.1082,3713.63,6457.33,C,0.27,91.44,08.12.,08.12.,2019,2019-08-13,08.13.,2019,
Germany,DE,995.2735,21.9,DE,2019-08-11,218.0046,1050.14,0.00,239.1527,3714.33,6458.35,C,0.44,91.16,08.11.,08.11.,2019,2019-08-12,08.12.,2019,
Germany,DE,995.2735,21.8,DE,2019-08-10,216.9389,1074.50,7.27,239.1527,3714.33,6458.35,C,0.45,90.71,08.10.,08.10.,2019,2019-08-11,08.11.,2019,
Germany,DE,995.2735,21.69,DE,2019-08-09,215.8809,753.59,4.00,239.1527,3714.33,6458.35,C,0.31,90.27,08.09.,08.09.,2019,2019-08-10,08.10.,2019,
Germany,DE,995.2735,21.62,DE,2019-08-08,215.1285,562.82,0.31,239.1527,3714.33,6458.35,C,0.24,89.95,08.08.,08.08.,2019,2019-08-09,08.09.,2019,
Germany,DE,995.2735,21.56,DE,2019-08-07,214.5545,728.29,0.09,244.0927,3714.33,6458.35,C,0.3,87.9,08.07.,08.07.,2019,2019-08-08,08.08.,2019,
Germany,DE,995.2735,21.48,DE,2019-08-06,213.8246,516.59,0.23,244.0927,3714.33,6458.35,C,0.21,87.6,08.06.,08.06.,2019,2019-08-07,08.07.,2019,
Germany,DE,995.2735,21.43,DE,2019-08-05,213.3053,388.83,3.68,244.0927,3714.33,6458.35,C,0.16,87.39,08.05.,08.05.,2019,2019-08-06,08.06.,2019,
Germany,DE,995.2735,21.39,DE,2019-08-04,212.9172,570.15,0.07,243.9110,3711.48,6454.19,C,0.23,87.29,08.04.,08.04.,2019,2019-08-05,08.05.,2019,
Germany,DE,995.2735,21.34,DE,2019-08-03,212.3444,545.10,3.17,243.9110,3711.48,6454.19,C,0.22,87.06,08.03.,08.03.,2019,2019-08-04,08.04.,2019,
Germany,DE,995.2735,21.28,DE,2019-08-02,211.7994,528.92,0.03,243.9110,3711.48,6454.19,C,0.22,86.83,08.02.,08.02.,2019,2019-08-03,08.03.,2019,
Germany,DE,995.2735,21.23,DE,2019-08-01,211.2723,549.23,0.03,243.9110,3711.48,6454.19,C,0.23,86.62,08.01.,08.01.,2019,2019-08-02,08.02.,2019,
Germany,DE,995.2735,21.17,DE,2019-07-31,210.7139,449.95,14.62,243.6920,3711.48,6454.19,C,0.18,86.47,07.31.,07.31.,2019,2019-08-01,08.01.,2019,
Germany,DE,995.2735,21.13,DE,2019-07-30,210.2824,470.49,37.92,243.6920,3711.48,6454.19,C,0.18,86.29,07.30.,07.30.,2019,2019-07-31,07.31.,2019,
Germany,DE,995.2735,21.08,DE,2019-07-29,209.8465,382.10,30.21,243.4680,3711.48,6454.19,C,0.14,86.19,07.29.,07.29.,2019,2019-07-30,07.30.,2019,
Germany,DE,995.2735,21.05,DE,2019-07-28,209.4850,541.63,17.01,243.5763,3713.18,6456.67,C,0.22,86.0,07.28.,07.28.,2019,2019-07-29,07.29.,2019,
Germany,DE,995.2735,20.99,DE,2019-07-27,208.9565,520.74,48.47,243.5763,3713.18,6456.67,C,0.19,85.79,07.27.,07.27.,2019,2019-07-28,07.28.,2019,
Germany,DE,995.2735,20.95,DE,2019-07-26,208.4854,237.53,250.22,243.5363,3713.18,6456.67,C,-0.01,85.61,07.26.,07.26.,2019,2019-07-27,07.27.,2019,
Germany,DE,995.2735,20.95,DE,2019-07-25,208.4935,245.88,227.48,243.5363,3713.18,6456.67,C,0.01,85.61,07.25.,07.25.,2019,2019-07-26,07.26.,2019,
Germany,DE,995.2735,20.95,DE,2019-07-24,208.4704,206.29,251.48,243.5363,3713.18,6456.67,C,-0.02,85.6,07.24.,07.24.,2019,2019-07-25,07.25.,2019,
Germany,DE,995.2735,20.95,DE,2019-07-23,208.5108,307.25,211.52,243.5363,3713.18,6456.67,C,0.04,85.62,07.23.,07.23.,2019,2019-07-24,07.24.,2019,
Germany,DE,995.2735,20.94,DE,2019-07-22,208.4101,232.57,211.86,243.5363,3713.18,6456.67,C,0.01,85.58,07.22.,07.22.,2019,2019-07-23,07.23.,2019,
Germany,DE,995.2735,20.94,DE,2019-07-21,208.4095,420.44,103.68,243.5034,3712.66,6455.92,C,0.13,85.59,07.21.,07.21.,2019,2019-07-22,07.22.,2019,
Germany,DE,995.2735,20.91,DE,2019-07-20,208.0879,417.40,186.39,243.5034,3712.66,6455.92,C,0.09,85.46,07.20.,07.20.,2019,2019-07-21,07.21.,2019,
Germany,DE,995.2735,20.88,DE,2019-07-19,207.8567,239.88,406.94,243.5034,3712.66,6455.92,C,-0.07,85.36,07.19.,07.19.,2019,2019-07-20,07.20.,2019,
Germany,DE,995.2735,20.9,DE,2019-07-18,208.0188,238.39,424.38,243.3034,3712.66,6455.92,C,-0.08,85.5,07.18.,07.18.,2019,2019-07-19,07.19.,2019,
Germany,DE,995.2735,20.92,DE,2019-07-17,208.1999,214.77,396.89,243.2281,3712.66,6455.92,C,-0.07,85.6,07.17.,07.17.,2019,2019-07-18,07.18.,2019,
Germany,DE,995.2735,20.94,DE,2019-07-16,208.3785,227.14,412.01,243.2281,3712.66,6455.92,C,-0.08,85.67,07.16.,07.16.,2019,2019-07-17,07.17.,2019,
Germany,DE,995.2735,20.96,DE,2019-07-15,208.5603,510.76,12.04,243.2281,3712.66,6455.92,C,0.21,85.75,07.15.,07.15.,2019,2019-07-16,07.16.,2019,
Germany,DE,995.2735,20.9,DE,2019-07-14,208.0584,956.99,0.01,243.1800,3712.14,6455.70,C,0.39,85.56,07.14.,07.14.,2019,2019-07-15,07.15.,2019,
Germany,DE,995.2735,20.81,DE,2019-07-13,207.0977,888.24,0.03,243.1800,3712.14,6455.70,C,0.37,85.16,07.13.,07.13.,2019,2019-07-14,07.14.,2019,
Germany,DE,995.2735,20.72,DE,2019-07-12,206.2057,517.29,18.85,243.1800,3712.14,6455.70,C,0.2,84.8,07.12.,07.12.,2019,2019-07-13,07.13.,2019,
Germany,DE,995.2735,20.67,DE,2019-07-11,205.7035,404.98,18.36,243.1800,3712.14,6455.70,C,0.16,84.59,07.11.,07.11.,2019,2019-07-12,07.12.,2019,
Germany,DE,995.2735,20.63,DE,2019-07-10,205.3117,380.12,62.86,243.1800,3712.14,6455.70,C,0.13,84.43,07.10.,07.10.,2019,2019-07-11,07.11.,2019,
