name,code,consumption,consumptionFull,url,gasDayStart,gasInStorage,injection,withdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,status,trend,full,info,month_day,year,gasDayEnd,month_day_gasDayEnd,year_gasDayEnd,netWithdrawal
Germany,DE,-,0,DE,2023-01-01,222.827,1058.93,49.2,246.0328,4254.42,6879.26,E,0.41,90.57,[],01.01.,2023,2023-01-02,01.02.,2023,-1009.7
Germany,DE,905.3031,24.5,DE,2022-12-31,221.8238,1098.25,58,246.1328,4254.42,6879.26,E,0.42,90.12,[],12.31.,2022,2023-01-01,01.01.,2023,-1040.3
Germany,DE,905.3031,24.38,DE,2022-12-30,220.7348,884.72,170.7,246.1328,4254.42,6879.26,E,0.29,89.68,[],12.30.,2022,2022-12-31,12.31.,2022,-714
Germany,DE,905.3031,24.3,DE,2022-12-29,220.0207,910.29,115.7,246.1328,4254.42,6879.26,C,0.32,89.39,[],12.29.,2022,2022-12-30,12.30.,2022,-794.6
Germany,DE,905.3031,24.22,DE,2022-12-28,219.2241,702.11,139,246.1328,4254.42,6879.26,C,0.23,89.07,[],12.28.,2022,2022-12-29,12.29.,2022,-563.1
Germany,DE,905.3031,24.15,DE,2022-12-27,218.6678,718.27,183.6,246.1328,4254.42,6879.26,C,0.22,88.84,[],12.27.,2022,2022-12-28,12.28.,2022,-534.6
Germany,DE,905.3031,24.1,DE,2022-12-26,218.1331,1047.04,31.7,246.1328,4254.42,6879.26,C,0.41,88.62,[],12.26.,2022,2022-12-27,12.27.,2022,-1015.4
Germany,DE,905.3031,23.98,DE,2022-12-25,217.1178,966.54,42.4,246.1328,4254.42,6879.26,C,0.38,88.21,[],12.25.,2022,2022-12-26,12.26.,2022,-924.1
Germany,DE,905.3031,23.88,DE,2022-12-24,216.1936,946.97,43.1,246.1328,4254.42,6879.26,C,0.37,87.84,[],12.24.,2022,2022-12-25,12.25.,2022,-903.9
Germany,DE,905.3031,23.81,DE,2022-12-23,215.588,614.14,235.2,246.1328,4254.42,6879.26,C,0.15,87.59,[],12.23.,2022,2022-12-24,12.24.,2022,-378.9
Germany,DE,905.3031,23.77,DE,2022-12-22,215.2005,569.16,249.2,246.1328,4014.42,6879.26,E,0.13,87.43,[],12.22.,2022,2022-12-23,12.23.,2022,-319.9
Germany,DE,905.3031,23.74,DE,2022-12-21,214.8769,526.57,263.2,246.1328,4014.42,6879.26,C,0.11,87.3,[],12.21.,2022,2022-12-22,12.22.,2022,-263.4
Germany,DE,905.3031,23.71,DE,2022-12-20,214.6158,174.15,424.3,246.1328,4014.42,6879.26,C,-0.1,87.2,[],12.20.,2022,2022-12-21,12.21.,2022,250.1
Germany,DE,905.3031,23.74,DE,2022-12-19,214.8832,98.06,865.5,246.1328,4014.42,6879.26,C,-0.31,87.3,[],12.19.,2022,2022-12-20,12.20.,2022,767.4
Germany,DE,905.3031,23.82,DE,2022-12-18,215.6506,158.1,992.8,246.1328,4014.42,6879.26,C,-0.34,87.62,[],12.18.,2022,2022-12-19,12.19.,2022,834.7
Germany,DE,905.3031,23.91,DE,2022-12-17,216.4853,80.83,1200.6,246.1328,4014.42,6879.26,C,-0.45,87.95,[],12.17.,2022,2022-12-18,12.18.,2022,1119.8
Germany,DE,905.3031,24.04,DE,2022-12-16,217.6031,26.48,1999.6,246.1328,4014.42,6879.26,C,-0.8,88.41,[],12.16.,2022,2022-12-17,12.17.,2022,1973.2
Germany,DE,905.3031,24.25,DE,2022-12-15,219.5763,16.11,2520.6,246.1328,4014.42,6879.26,C,-1.02,89.21,[],12.15.,2022,2022-12-16,12.16.,2022,2504.5
Germany,DE,905.3031,24.53,DE,2022-12-14,222.0809,14.75,2520.8,246.1328,4014.42,6879.26,C,-1.02,90.23,[],12.14.,2022,2022-12-15,12.15.,2022,2506.1
Germany,DE,905.3031,24.81,DE,2022-12-13,224.6241,22.49,2815.6,246.1328,4014.42,6951.26,C,-1.13,91.26,[],12.13.,2022,2022-12-14,12.14.,2022,2793.1
Germany,DE,905.3031,25.13,DE,2022-12-12,227.5403,12.29,2583.5,246.1328,4014.42,6879.26,C,-1.04,92.45,[],12.12.,2022,2022-12-13,12.13.,2022,2571.2
Germany,DE,905.3031,25.42,DE,2022-12-11,230.1152,21.61,1318.1,246.1328,4014.42,6879.26,C,-0.53,93.49,[],12.11.,2022,2022-12-12,12.12.,2022,1296.5
Germany,DE,905.3031,25.56,DE,2022-12-10,231.4133,32.38,1237.1,246.1328,4014.42,6879.26,C,-0.49,94.02,[],12.10.,2022,2022-12-11,12.11.,2022,1204.7
Germany,DE,905.3031,25.7,DE,2022-12-09,232.618,31.56,1333.6,246.1328,4014.42,6879.26,C,-0.53,94.51,[],12.09.,2022,2022-12-10,12.10.,2022,1302
Germany,DE,905.3031,25.84,DE,2022-12-08,233.9456,23.43,1221.1,246.1328,4014.42,6879.26,C,-0.49,95.05,[],12.08.,2022,2022-12-09,12.09.,2022,1197.7
Germany,DE,905.3031,25.97,DE,2022-12-07,235.1449,59.59,1099.6,246.1328,4014.42,6879.26,C,-0.42,95.54,[],12.07.,2022,2022-12-08,12.08.,2022,1040
Germany,DE,905.3031,26.09,DE,2022-12-06,236.2065,11.22,1112.7,246.1328,4014.42,6879.26,C,-0.45,95.97,[],12.06.,2022,2022-12-07,12.07.,2022,1101.5
Germany,DE,905.3031,26.21,DE,2022-12-05,237.273,40.32,935.1,246.1328,4014.42,6879.26,C,-0.36,96.4,[],12.05.,2022,2022-12-06,12.06.,2022,894.8
Germany,DE,905.3031,26.31,DE,2022-12-04,238.1728,62.11,572.1,246.1328,4254.42,6879.26,C,-0.21,96.77,[],12.04.,2022,2022-12-05,12.05.,2022,510
Germany,DE,905.3031,26.37,DE,2022-12-03,238.6888,43.08,545.1,246.1328,4254.42,6879.26,C,-0.2,96.98,[],12.03.,2022,2022-12-04,12.04.,2022,502
Germany,DE,905.3031,26.42,DE,2022-12-02,239.1846,11.09,1122.6,246.1328,4254.42,6879.26,C,-0.45,97.18,[],12.02.,2022,2022-12-03,12.03.,2022,1111.5
Germany,DE,905.3031,26.54,DE,2022-12-01,240.2913,40.83,965.6,246.1328,4014.42,6879.26,C,-0.38,97.63,[],12.01.,2022,2022-12-02,12.02.,2022,924.8
Germany,DE,905.3031,26.64,DE,2022-11-30,241.2148,85.89,673.6,246.1328,4014.42,6879.26,C,-0.24,98.0,[],11.30.,2022,2022-12-01,12.01.,2022,587.7
Germany,DE,905.3031,26.71,DE,2022-11-29,241.8025,24.12,898.9,246.1328,4014.42,6879.26,C,-0.36,98.24,[],11.29.,2022,2022-11-30,11.30.,2022,874.8
Germany,DE,905.3031,26.81,DE,2022-11-28,242.6823,16.34,732.8,246.1328,4014.42,6879.26,C,-0.29,98.6,[],11.28.,2022,2022-11-29,11.29.,2022,716.4
Germany,DE,905.3031,26.88,DE,2022-11-27,243.3845,187.62,52.8,246.1328,4014.42,6879.26,C,0.05,98.88,[],11.27.,2022,2022-11-28,11.28.,2022,-134.9
Germany,DE,905.3031,26.87,DE,2022-11-26,243.2542,258,45.1,246.1328,4014.42,6879.26,C,0.09,98.83,[],11.26.,2022,2022-11-27,11.27.,2022,-212.9
Germany,DE,905.3031,26.85,DE,2022-11-25,243.046,124.37,266.9,246.1328,4014.42,6879.26,C,-0.06,98.75,[],11.25.,2022,2022-11-26,11.26.,2022,142.5
Germany,DE,905.3031,26.86,DE,2022-11-24,243.1885,41.71,311.5,246.1328,4014.42,6879.26,C,-0.11,98.8,[],11.24.,2022,2022-11-25,11.25.,2022,269.8
Germany,DE,905.3031,26.89,DE,2022-11-23,243.4583,87.22,456.3,246.0396,4014.42,6879.26,C,-0.15,98.95,[],11.23.,2022,2022-11-24,11.24.,2022,369.1
Germany,DE,905.3031,26.93,DE,2022-11-22,243.8274,70.24,370.5,245.6424,4014.42,6879.26,E,-0.12,99.26,[],11.22.,2022,2022-11-23,11.23.,2022,300.2
Germany,DE,905.3031,26.96,DE,2022-11-21,244.1141,48.09,611.3,245.6424,4014.42,6879.26,C,-0.23,99.38,[],11.21.,2022,2022-11-22,11.22.,2022,563.2
Germany,DE,905.3031,27.01,DE,2022-11-20,244.5391,37.59,334.8,245.6424,4254.42,6879.26,C,-0.12,99.55,[],11.20.,2022,2022-11-21,11.21.,2022,297.2
Germany,DE,905.3031,27.04,DE,2022-11-19,244.8363,34.14,326.2,245.6224,4254.42,6879.26,C,-0.12,99.68,[],11.19.,2022,2022-11-20,11.20.,2022,292
Germany,DE,905.3031,27.08,DE,2022-11-18,245.1238,46.5,288.8,245.6224,4254.42,6879.26,C,-0.1,99.8,[],11.18.,2022,2022-11-19,11.19.,2022,242.3
Germany,DE,905.3031,27.1,DE,2022-11-17,245.3694,77.9,57.9,245.6224,4254.42,6879.26,C,0.01,99.9,[],11.17.,2022,2022-11-18,11.18.,2022,-20
Germany,DE,905.3031,27.1,DE,2022-11-16,245.3538,203.18,97.4,245.4084,4254.42,6879.26,C,0.04,99.98,[],11.16.,2022,2022-11-17,11.17.,2022,-105.7
Germany,DE,905.3031,27.09,DE,2022-11-15,245.2549,151.16,159.2,245.4084,4254.42,6879.26,C,-0,99.94,[],11.15.,2022,2022-11-16,11.16.,2022,8
Germany,DE,905.3031,27.09,DE,2022-11-14,245.2717,89.59,261.4,245.3937,4254.42,6879.26,C,-0.07,99.95,[],11.14.,2022,2022-11-15,11.15.,2022,171.8
Germany,DE,905.3031,27.11,DE,2022-11-13,245.4437,359.51,22.4,245.3937,4254.42,6879.26,C,0.14,100.0,[],11.13.,2022,2022-11-14,11.14.,2022,-337.1
Germany,DE,905.3031,27.08,DE,2022-11-12,245.1134,409.91,14.5,245.3937,4254.42,6879.26,C,0.16,99.89,[],11.12.,2022,2022-11-13,11.13.,2022,-395.4
Germany,DE,905.3031,27.03,DE,2022-11-11,244.7284,183.12,110.2,245.3376,4254.42,6879.26,C,0.03,99.75,[],11.11.,2022,2022-11-12,11.12.,2022,-72.9
Germany,DE,905.3031,27.03,DE,2022-11-10,244.6628,321.93,55.3,245.3376,4254.42,6879.26,E,0.11,99.72,[],11.10.,2022,2022-11-11,11.11.,2022,-266.7
Germany,DE,905.3031,27,DE,2022-11-09,244.4018,280.76,142.6,245.3367,4254.42,6879.26,C,0.06,99.62,[],11.09.,2022,2022-11-10,11.10.,2022,-138.1
Germany,DE,905.3031,26.98,DE,2022-11-08,244.2694,284.44,173.4,245.3367,4254.42,6879.26,C,0.05,99.56,[],11.08.,2022,2022-11-09,11.09.,2022,-111
Germany,DE,905.3031,26.97,DE,2022-11-07,244.1606,242.29,211.3,245.2707,4254.42,6879.26,C,0.01,99.55,[],11.07.,2022,2022-11-08,11.08.,2022,-31
Germany,DE,905.3031,26.97,DE,2022-11-06,244.1333,464.04,79,245.2707,4254.42,6879.26,C,0.16,99.54,[],11.06.,2022,2022-11-07,11.07.,2022,-385.1
Germany,DE,905.3031,26.92,DE,2022-11-05,243.7482,436.55,77.5,245.2707,4254.42,6879.26,C,0.15,99.38,[],11.05.,2022,2022-11-06,11.06.,2022,-359.1
Germany,DE,905.3031,26.89,DE,2022-11-04,243.4203,271.22,272.1,245.2357,4254.42,6879.26,C,-0,99.26,[],11.04.,2022,2022-11-05,11.05.,2022,0.9
Germany,DE,905.3031,26.89,DE,2022-11-03,243.4325,278.96,356.2,245.2357,4254.42,6879.26,C,-0.03,99.26,[],11.03.,2022,2022-11-04,11.04.,2022,77.2
Germany,DE,905.3031,26.9,DE,2022-11-02,243.5172,422.98,63.8,245.2357,4254.42,6879.26,E,0.15,99.3,[],11.02.,2022,2022-11-03,11.03.,2022,-359.2
Germany,DE,905.3031,26.87,DE,2022-11-01,243.2591,752.17,40.6,245.2357,4254.42,6879.26,C,0.29,99.19,[],11.01.,2022,2022-11-02,11.02.,2022,-711.5
Germany,DE,905.3031,26.79,DE,2022-10-31,242.5731,475.85,236.6,245.2407,4268.91,6879.26,C,0.1,98.91,[],10.31.,2022,2022-11-01,11.01.,2022,-239.2
Germany,DE,905.3031,26.77,DE,2022-10-30,242.3437,800.36,93.1,245.2407,4268.91,6879.26,C,0.29,98.82,[],10.30.,2022,2022-10-31,10.31.,2022,-707.3
Germany,DE,905.3031,26.69,DE,2022-10-29,241.6369,908.6,67.2,245.2407,4344.11,7016.33,E,0.34,98.53,[],10.29.,2022,2022-10-30,10.30.,2022,-841.4
Germany,DE,905.3031,26.6,DE,2022-10-28,240.8002,659.06,93,245.2407,4270.36,6881.37,C,0.23,98.19,[],10.28.,2022,2022-10-29,10.29.,2022,-566.1
Germany,DE,905.3031,26.54,DE,2022-10-27,240.2487,566.85,215.9,245.2407,4268.91,6879.26,E,0.14,97.96,[],10.27.,2022,2022-10-28,10.28.,2022,-350.9
Germany,DE,905.3031,26.5,DE,2022-10-26,239.9013,454.91,293.2,245.2407,4268.91,6879.26,C,0.07,97.82,[],10.26.,2022,2022-10-27,10.27.,2022,-161.7
Germany,DE,905.3031,26.48,DE,2022-10-25,239.7404,480.07,387.7,245.2107,4268.91,6879.26,C,0.04,97.77,[],10.25.,2022,2022-10-26,10.26.,2022,-92.4
Germany,DE,905.3031,26.47,DE,2022-10-24,239.6424,545.68,87.4,245.2107,4268.91,6879.26,C,0.19,97.73,[],10.24.,2022,2022-10-25,10.25.,2022,-458.3
Germany,DE,905.3031,26.42,DE,2022-10-23,239.1562,970.86,79.5,245.2107,4268.91,6879.26,E,0.36,97.53,[],10.23.,2022,2022-10-24,10.24.,2022,-891.4
Germany,DE,905.3031,26.32,DE,2022-10-22,238.2936,913.33,43.1,245.2095,4268.91,6879.26,C,0.35,97.18,[],10.22.,2022,2022-10-23,10.23.,2022,-870.3
Germany,DE,905.3031,26.23,DE,2022-10-21,237.4531,477.57,291,245.2095,4268.91,6879.26,C,0.08,96.84,[],10.21.,2022,2022-10-22,10.22.,2022,-186.6
Germany,DE,905.3031,26.21,DE,2022-10-20,237.2602,477.67,302.5,245.2095,4268.91,6879.26,C,0.07,96.76,[],10.20.,2022,2022-10-21,10.21.,2022,-175.2
Germany,DE,905.3031,26.19,DE,2022-10-19,237.085,436.12,283,245.6254,4268.91,6879.26,C,0.06,96.52,[],10.19.,2022,2022-10-20,10.20.,2022,-153.1
Germany,DE,905.3031,26.17,DE,2022-10-18,236.9349,587.73,89.5,245.5584,4268.91,6879.26,C,0.2,96.49,[],10.18.,2022,2022-10-19,10.19.,2022,-498.3
Germany,DE,905.3031,26.12,DE,2022-10-17,236.4376,697.46,118.2,245.5584,4268.91,6879.26,C,0.24,96.29,[],10.17.,2022,2022-10-18,10.18.,2022,-579.2
Germany,DE,905.3031,26.05,DE,2022-10-16,235.8164,1015.52,26.3,245.5584,4268.78,6879.26,C,0.4,96.03,[],10.16.,2022,2022-10-17,10.17.,2022,-989.2
Germany,DE,905.3031,25.94,DE,2022-10-15,234.8328,899.29,14.8,245.5584,4268.78,6879.26,C,0.36,95.63,[],10.15.,2022,2022-10-16,10.16.,2022,-884.5
Germany,DE,905.3031,25.85,DE,2022-10-14,233.9769,627.14,116.8,245.5584,4268.78,6879.26,C,0.21,95.28,[],10.14.,2022,2022-10-15,10.15.,2022,-510.4
Germany,DE,905.3031,25.79,DE,2022-10-13,233.4933,576.91,272,245.5584,4268.78,6879.26,C,0.12,95.09,[],10.13.,2022,2022-10-14,10.14.,2022,-304.9
Germany,DE,905.3031,25.76,DE,2022-10-12,233.1874,611.76,203.8,245.4584,4268.78,6879.26,E,0.17,95.0,[],10.12.,2022,2022-10-13,10.13.,2022,-408
Germany,DE,905.3031,25.71,DE,2022-10-11,232.7794,760.07,78.8,245.4584,4268.78,6879.26,C,0.28,94.83,[],10.11.,2022,2022-10-12,10.12.,2022,-681.3
Germany,DE,905.3031,25.67,DE,2022-10-10,232.3837,723.97,160.1,245.4584,4268.78,6879.26,C,0.23,94.67,[],10.10.,2022,2022-10-11,10.11.,2022,-563.9
Germany,DE,905.3031,25.61,DE,2022-10-09,231.8057,919.6,34.2,245.4584,4268.78,6879.26,C,0.36,94.44,[],10.09.,2022,2022-10-10,10.10.,2022,-885.4
Germany,DE,905.3031,25.51,DE,2022-10-08,230.9215,1135.67,51.5,245.4584,4268.78,6879.26,C,0.44,94.08,[],10.08.,2022,2022-10-09,10.09.,2022,-1084.2
Germany,DE,905.3031,25.39,DE,2022-10-07,229.8584,1119.12,79.3,245.4583,4268.78,6879.26,C,0.42,93.64,[],10.07.,2022,2022-10-08,10.08.,2022,-1039.8
Germany,DE,905.3031,25.31,DE,2022-10-06,229.1133,771.06,88.8,245.4523,4268.78,6879.26,C,0.28,93.34,[],10.06.,2022,2022-10-07,10.07.,2022,-682.3
Germany,DE,905.3031,25.23,DE,2022-10-05,228.4461,711.54,22.9,245.4523,4028.78,6879.26,C,0.28,93.07,[],10.05.,2022,2022-10-06,10.06.,2022,-688.6
Germany,DE,905.3031,25.16,DE,2022-10-04,227.7712,614.21,74.9,245.4523,4028.78,6879.26,C,0.22,92.8,[],10.04.,2022,2022-10-05,10.05.,2022,-539.3
Germany,DE,905.3031,25.1,DE,2022-10-03,227.2368,873.66,1.6,245.4523,4028.78,6879.26,C,0.36,92.58,[],10.03.,2022,2022-10-04,10.04.,2022,-872.1
Germany,DE,905.3031,24.99,DE,2022-10-02,226.2772,947.99,1,245.4523,4028.78,6879.26,C,0.39,92.19,[],10.02.,2022,2022-10-03,10.03.,2022,-947
Germany,DE,905.3031,24.89,DE,2022-10-01,225.3042,802.19,27.7,245.4523,4028.78,6879.26,C,0.32,91.79,[],10.01.,2022,2022-10-02,10.02.,2022,-774.5
Germany,DE,905.3031,24.8,DE,2022-09-30,224.5506,471.68,106.2,245.4523,4028.78,6879.26,C,0.15,91.48,[],09.30.,2022,2022-10-01,10.01.,2022,-365.5
Germany,DE,905.3031,24.77,DE,2022-09-29,224.2483,473.45,280.7,245.4523,4028.78,6879.26,C,0.08,91.36,[],09.29.,2022,2022-09-30,09.30.,2022,-192.7
Germany,DE,905.3031,24.75,DE,2022-09-28,224.0584,510.03,380.5,245.4523,4028.78,6879.26,C,0.05,91.28,[],09.28.,2022,2022-09-29,09.29.,2022,-129.5
Germany,DE,905.3031,24.73,DE,2022-09-27,223.9247,375.61,196.5,244.7221,4028.78,6879.26,C,0.07,91.5,[],09.27.,2022,2022-09-28,09.28.,2022,-179.1
Germany,DE,905.3031,24.71,DE,2022-09-26,223.7456,450.16,148.4,244.714,4011.62,6879.26,C,0.12,91.43,[],09.26.,2022,2022-09-27,09.27.,2022,-301.8
Germany,DE,905.3031,24.69,DE,2022-09-25,223.4752,800.07,51.2,244.714,4011.62,6879.26,C,0.31,91.32,[],09.25.,2022,2022-09-26,09.26.,2022,-748.9
Germany,DE,905.3031,24.61,DE,2022-09-24,222.7508,705.78,51.4,244.714,4011.62,6879.26,C,0.27,91.02,[],09.24.,2022,2022-09-25,09.25.,2022,-654.4
Germany,DE,905.3031,24.54,DE,2022-09-23,222.1439,404.74,39.4,244.7124,4011.62,6879.26,C,0.15,90.78,[],09.23.,2022,2022-09-24,09.24.,2022,-365.3
Germany,DE,905.3031,24.5,DE,2022-09-22,221.7824,421.96,62.2,244.7036,4011.62,6879.26,C,0.15,90.63,[],09.22.,2022,2022-09-23,09.23.,2022,-359.7
Germany,DE,905.3031,24.46,DE,2022-09-21,221.4241,372.92,69.9,244.5862,4011.62,6879.26,C,0.12,90.53,[],09.21.,2022,2022-09-22,09.22.,2022,-303
Germany,DE,905.3031,24.42,DE,2022-09-20,221.1202,328.28,35.8,244.5831,4011.62,6879.26,C,0.12,90.41,[],09.20.,2022,2022-09-21,09.21.,2022,-292.5
Germany,DE,905.3031,24.39,DE,2022-09-19,220.8286,605.17,39.6,244.5831,4011.62,6879.26,C,0.23,90.29,[],09.19.,2022,2022-09-20,09.20.,2022,-565.6
Germany,DE,905.3031,24.33,DE,2022-09-18,220.2617,812.36,20.6,244.5831,4011.62,6879.26,C,0.32,90.06,[],09.18.,2022,2022-09-19,09.19.,2022,-791.8
Germany,DE,905.3031,24.24,DE,2022-09-17,219.4772,908.01,5.4,244.5831,4011.62,6879.26,C,0.37,89.74,[],09.17.,2022,2022-09-18,09.18.,2022,-902.6
Germany,DE,905.3031,24.14,DE,2022-09-16,218.579,765.31,22.4,244.5831,4011.62,6879.26,C,0.3,89.37,[],09.16.,2022,2022-09-17,09.17.,2022,-742.9
Germany,DE,905.3031,24.06,DE,2022-09-15,217.838,521.65,9.2,244.5831,4011.62,6879.26,C,0.21,89.07,[],09.15.,2022,2022-09-16,09.16.,2022,-512.4
Germany,DE,905.3031,24.01,DE,2022-09-14,217.3207,446.56,91.8,244.5831,4011.62,6879.26,C,0.15,88.85,[],09.14.,2022,2022-09-15,09.15.,2022,-354.8
Germany,DE,905.3031,23.97,DE,2022-09-13,216.9576,483.64,82.7,244.5831,4011.62,6879.26,E,0.16,88.71,[],09.13.,2022,2022-09-14,09.14.,2022,-400.9
Germany,DE,905.3031,23.92,DE,2022-09-12,216.5646,460.6,67.7,244.7858,4016.12,6888.26,C,0.16,88.47,[],09.12.,2022,2022-09-13,09.13.,2022,-392.9
Germany,DE,905.3031,23.88,DE,2022-09-11,216.1717,949.52,37.7,244.7858,4016.12,6888.26,C,0.37,88.31,[],09.11.,2022,2022-09-12,09.12.,2022,-911.9
Germany,DE,905.3031,23.78,DE,2022-09-10,215.2599,952.2,10.8,244.7858,4016.12,6888.26,C,0.38,87.94,[],09.10.,2022,2022-09-11,09.11.,2022,-941.4
Germany,DE,905.3031,23.67,DE,2022-09-09,214.3185,808.01,33.9,244.7858,4016.12,6888.26,C,0.32,87.55,[],09.09.,2022,2022-09-10,09.10.,2022,-774.1
Germany,DE,905.3031,23.59,DE,2022-09-08,213.5186,777.46,92.7,244.7858,4016.12,6888.26,C,0.28,87.23,[],09.08.,2022,2022-09-09,09.09.,2022,-684.7
Germany,DE,905.3031,23.51,DE,2022-09-07,212.835,654.83,402.2,244.7858,4016.12,6888.26,C,0.1,86.95,[],09.07.,2022,2022-09-08,09.08.,2022,-252.6
Germany,DE,905.3031,23.48,DE,2022-09-06,212.5788,988.15,151,244.7858,4016.12,6888.26,C,0.34,86.84,[],09.06.,2022,2022-09-07,09.07.,2022,-837.2
Germany,DE,905.3031,23.39,DE,2022-09-05,211.7438,1074,88.1,244.7858,4016.12,6888.26,C,0.4,86.5,[],09.05.,2022,2022-09-06,09.06.,2022,-985.9
Germany,DE,905.3031,23.28,DE,2022-09-04,210.7633,1350.02,12.9,244.7793,4015.98,6887.98,C,0.55,86.1,[],09.04.,2022,2022-09-05,09.05.,2022,-1337.1
Germany,DE,905.3031,23.13,DE,2022-09-03,209.4249,1333.23,12.9,244.7793,4015.98,6887.98,C,0.54,85.56,[],09.03.,2022,2022-09-04,09.04.,2022,-1320.3
Germany,DE,905.3031,22.99,DE,2022-09-02,208.115,1236.26,32,244.7793,4015.98,6887.98,C,0.49,85.02,[],09.02.,2022,2022-09-03,09.03.,2022,-1204.3
Germany,DE,905.3031,22.86,DE,2022-09-01,206.9165,909.87,324,244.7793,4015.98,6887.98,C,0.24,84.53,[],09.01.,2022,2022-09-02,09.02.,2022,-585.9
Germany,DE,905.3031,22.77,DE,2022-08-31,206.1721,964.79,353.6,244.6793,4015.98,6887.98,C,0.25,84.26,[],08.31.,2022,2022-09-01,09.01.,2022,-611.2
Germany,DE,905.3031,22.71,DE,2022-08-30,205.6108,1044.39,151.7,244.6793,4015.98,6887.98,C,0.36,84.03,[],08.30.,2022,2022-08-31,08.31.,2022,-892.7
Germany,DE,905.3031,22.61,DE,2022-08-29,204.7182,1022.05,65,244.6793,4015.98,6887.98,C,0.39,83.67,[],08.29.,2022,2022-08-30,08.30.,2022,-957
Germany,DE,905.3031,22.51,DE,2022-08-28,203.7664,1300.77,16.8,244.7088,4015.05,6887.02,C,0.52,83.27,[],08.28.,2022,2022-08-29,08.29.,2022,-1284
Germany,DE,905.3031,22.37,DE,2022-08-27,202.5002,1354.23,11.4,244.7088,4015.05,6887.02,C,0.55,82.75,[],08.27.,2022,2022-08-28,08.28.,2022,-1342.9
Germany,DE,905.3031,22.22,DE,2022-08-26,201.1708,1110.33,57,244.7088,4032.21,6887.02,C,0.43,82.21,[],08.26.,2022,2022-08-27,08.27.,2022,-1053.3
Germany,DE,905.3031,22.11,DE,2022-08-25,200.1287,1292.59,77,244.7088,4032.21,6887.02,C,0.5,81.78,[],08.25.,2022,2022-08-26,08.26.,2022,-1215.6
Germany,DE,905.3031,21.97,DE,2022-08-24,198.9088,1119.32,116.8,244.7088,4032.21,6887.02,C,0.41,81.28,[],08.24.,2022,2022-08-25,08.25.,2022,-1002.5
Germany,DE,905.3031,21.86,DE,2022-08-23,197.9104,1159.2,76,244.1012,4032.21,6887.02,C,0.44,81.08,[],08.23.,2022,2022-08-24,08.24.,2022,-1083.2
Germany,DE,905.3031,21.74,DE,2022-08-22,196.8272,1328.14,77.6,244.0501,4031.65,6887.02,C,0.51,80.65,[],08.22.,2022,2022-08-23,08.23.,2022,-1250.6
Germany,DE,905.3031,21.6,DE,2022-08-21,195.5755,1551.53,63.2,244.0496,4031.64,6886.99,C,0.61,80.14,[],08.21.,2022,2022-08-22,08.22.,2022,-1488.3
Germany,DE,905.3031,21.44,DE,2022-08-20,194.1077,1595.43,53.7,244.0496,4031.64,6886.99,C,0.63,79.54,[],08.20.,2022,2022-08-21,08.21.,2022,-1541.8
Germany,DE,905.3031,21.27,DE,2022-08-19,192.5858,1236.45,100.3,244.0496,4031.64,6886.99,C,0.47,78.91,[],08.19.,2022,2022-08-20,08.20.,2022,-1136.1
Germany,DE,905.3031,21.15,DE,2022-08-18,191.4697,1401.05,201.4,244.0496,4031.64,6886.99,C,0.49,78.46,[],08.18.,2022,2022-08-19,08.19.,2022,-1199.7
Germany,DE,905.3031,21.02,DE,2022-08-17,190.2899,1253.33,249.3,243.3517,4031.64,6886.99,C,0.41,78.2,[],08.17.,2022,2022-08-18,08.18.,2022,-1004.1
Germany,DE,905.3031,20.91,DE,2022-08-16,189.3057,1281.3,109.6,243.3517,4031.64,6886.99,C,0.48,77.79,[],08.16.,2022,2022-08-17,08.17.,2022,-1171.7
Germany,DE,905.3031,20.78,DE,2022-08-15,188.1501,1480.78,28.6,243.3517,4031.64,6886.99,C,0.6,77.32,[],08.15.,2022,2022-08-16,08.16.,2022,-1452.2
Germany,DE,905.3031,20.62,DE,2022-08-14,186.718,1704.12,8.3,243.109,4029.99,6883.7,C,0.7,76.8,[],08.14.,2022,2022-08-15,08.15.,2022,-1695.8
Germany,DE,905.3031,20.44,DE,2022-08-13,185.0595,1695.51,4.2,243.109,4029.99,6883.7,C,0.7,76.12,[],08.13.,2022,2022-08-14,08.14.,2022,-1691.3
Germany,DE,905.3031,20.26,DE,2022-08-12,183.3923,1483.67,78,243.109,4029.99,6883.7,C,0.58,75.44,[],08.12.,2022,2022-08-13,08.13.,2022,-1405.7
Germany,DE,905.3031,20.11,DE,2022-08-11,182.012,1438.23,117.7,242.8714,4029.99,6883.7,C,0.54,74.94,[],08.11.,2022,2022-08-12,08.12.,2022,-1320.5
Germany,DE,905.3031,19.96,DE,2022-08-10,180.7048,1560.14,52,242.8714,4029.99,6883.7,E,0.62,74.4,[],08.10.,2022,2022-08-11,08.11.,2022,-1508.1
Germany,DE,905.3031,19.79,DE,2022-08-09,179.1835,1495.3,71.4,242.9001,4029.99,6883.7,E,0.59,73.77,[],08.09.,2022,2022-08-10,08.10.,2022,-1423.9
Germany,DE,905.3031,19.64,DE,2022-08-08,177.7795,1439.75,119.3,242.9001,4029.99,6883.7,E,0.54,73.19,[],08.08.,2022,2022-08-09,08.09.,2022,-1320.5
